Gender,Year,Divison,Date,Time,Team,FGM,FGA,3FG,3FGA,FT,FTA,PTS,ORebs,DRebs,Tot Reb,AST,TO,STL,BLK,Fouls,opp_Team,opp_FGM,opp_FGA,opp_3FG,opp_3FGA,opp_FT,opp_FTA,opp_PTS,opp_ORebs,opp_DRebs,opp_Tot Reb,opp_AST,opp_TO,opp_STL,opp_BLK,opp_Fouls
Men,2017,D1,12/03/2016,7:01 pm,Akron,27,57,12,31,4,8,70,9,24,33,15,17,6,3,18,Creighton,32,58,8,24,10,16,82,7,25,32,23,11,9,2,11
Men,2017,D1,12/03/2016,7:01 pm,Creighton,32,58,8,24,10,16,82,7,25,32,23,11,9,2,11,Akron,27,57,12,31,4,8,70,9,24,33,15,17,6,3,18
Men,2017,D2,01/19/2017,7 pm,Western Ore.,23,48,10,20,17,24,73,8,13,21,16,14,5,1,23,Alas. Anchorage,27,51,10,21,17,22,81,10,20,30,21,14,5,5,15
Men,2017,D2,01/19/2017,7 pm,Alas. Anchorage,27,51,10,21,17,22,81,10,20,30,21,14,5,5,15,Western Ore.,23,48,10,20,17,24,73,8,13,21,16,14,5,1,23
Men,2016,D2,12/12/2015,7 p.m.,Northwest Indian,25,61,8,24,12,22,70,5,22,27,10,16,6,2,18,Alas. Fairbanks,45,80,9,17,18,21,117,15,36,51,27,9,10,6,18
Men,2016,D2,12/12/2015,7 p.m.,Alas. Fairbanks,45,80,9,17,18,21,117,15,36,51,27,9,10,6,18,Northwest Indian,25,61,8,24,12,22,70,5,22,27,10,16,6,2,18
Women,2016,D1,01/08/2016,7:06 p.m.,Arizona St.,26,56,9,25,7,8,68,13,22,35,16,16,5,0,15,Washington,24,53,7,19,6,10,61,6,15,21,10,13,10,4,14
Women,2016,D1,01/08/2016,7:06 p.m.,Washington,24,53,7,19,6,10,61,6,15,21,10,13,10,4,14,Arizona St.,26,56,9,25,7,8,68,13,22,35,16,16,5,0,15
Men,2016,D2,01/23/2016,5:42 p.m.,Lander,28,55,9,19,10,19,75,13,21,34,10,10,4,2,13,Armstrong St.,27,57,12,28,7,12,73,13,20,33,17,11,3,2,16
Men,2016,D2,01/23/2016,5:42 p.m.,Armstrong St.,27,57,12,28,7,12,73,13,20,33,17,11,3,2,16,Lander,28,55,9,19,10,19,75,13,21,34,10,10,4,2,13
Women,2017,D1,01/06/2017,7:00 p.m.,Elon,18,46,3,12,9,15,48,10,15,25,9,13,11,1,13,Drexel,15,51,4,19,11,11,45,18,21,39,9,17,6,1,15
Women,2017,D1,01/06/2017,7:00 p.m.,Drexel,15,51,4,19,11,11,45,18,21,39,9,17,6,1,15,Elon,18,46,3,12,9,15,48,10,15,25,9,13,11,1,13
Women,2017,D1,02/10/2017,7:00 PM,Syracuse,17,67,10,37,11,16,55,15,23,38,11,15,10,2,9,Duke,30,60,5,13,7,13,72,10,37,47,19,20,6,5,16
Women,2017,D1,02/10/2017,7:00 PM,Duke,30,60,5,13,7,13,72,10,37,47,19,20,6,5,16,Syracuse,17,67,10,37,11,16,55,15,23,38,11,15,10,2,9
Women,2017,D2,03/05/2017,1:00 pm,Arkansas Tech,31,63,2,11,9,10,73,8,23,31,14,11,7,8,18,Harding,25,62,5,21,20,23,75,15,22,37,17,9,4,2,13
Women,2017,D2,03/05/2017,1:00 pm,Harding,25,62,5,21,20,23,75,15,22,37,17,9,4,2,13,Arkansas Tech,31,63,2,11,9,10,73,8,23,31,14,11,7,8,18
Men,2016,D2,02/25/2016,7:30 p.m.,Southwestern Okla.,19,57,6,29,12,15,56,14,27,41,4,18,4,1,16,Henderson St.,26,60,10,30,13,20,75,10,26,36,15,10,14,2,17
Men,2016,D2,02/25/2016,7:30 p.m.,Henderson St.,26,60,10,30,13,20,75,10,26,36,15,10,14,2,17,Southwestern Okla.,19,57,6,29,12,15,56,14,27,41,4,18,4,1,16
Women,2017,D2,11/25/2016,5:00 pm,Holy Names,22,66,4,20,12,19,60,16,22,38,10,21,15,2,28,Saint Martin's,21,48,8,16,19,31,69,9,31,40,16,28,11,7,18
Women,2017,D2,11/25/2016,5:00 pm,Saint Martin's,21,48,8,16,19,31,69,9,31,40,16,28,11,7,18,Holy Names,22,66,4,20,12,19,60,16,22,38,10,21,15,2,28
Men,2017,D3,01/28/2017,3:00 pm,Spalding,29,62,4,15,13,17,75,9,22,31,13,16,3,2,16,Iowa Wesleyan,35,61,14,28,17,20,101,4,21,25,24,6,8,1,13
Men,2017,D3,01/28/2017,3:00 pm,Iowa Wesleyan,35,61,14,28,17,20,101,4,21,25,24,6,8,1,13,Spalding,29,62,4,15,13,17,75,9,22,31,13,16,3,2,16
Women,2017,D1,11/26/2016,12 p.m.,Florida A&M,20,58,5,16,9,17,54,12,21,33,4,16,10,2,14,Jacksonville St.,25,54,8,21,8,12,66,10,30,40,16,22,5,1,17
Women,2017,D1,11/26/2016,12 p.m.,Jacksonville St.,25,54,8,21,8,12,66,10,30,40,16,22,5,1,17,Florida A&M,20,58,5,16,9,17,54,12,21,33,4,16,10,2,14
Women,2017,D2,11/30/2016,6:00 p.m,Wingate,25,65,4,6,9,24,63,23,20,43,8,16,7,4,18,Newberry,26,51,7,12,13,17,72,5,26,31,17,15,6,9,15
Women,2017,D2,11/30/2016,6:00 p.m,Newberry,26,51,7,12,13,17,72,5,26,31,17,15,6,9,15,Wingate,25,65,4,6,9,24,63,23,20,43,8,16,7,4,18
Men,2016,D1,02/04/2016,7:05 PM,William & Mary,33,56,5,16,15,23,86,5,30,35,19,10,5,3,18,Northeastern,26,57,12,27,13,21,77,6,25,31,19,12,7,2,22
Men,2016,D1,02/04/2016,7:05 PM,Northeastern,26,57,12,27,13,21,77,6,25,31,19,12,7,2,22,William & Mary,33,56,5,16,15,23,86,5,30,35,19,10,5,3,18
Women,2017,D2,02/09/2017,5:30 p.m.,Northeastern St.,14,50,7,20,9,16,44,6,20,26,8,11,3,3,13,Fort Hays St.,26,69,14,35,11,14,77,23,33,56,12,11,5,2,17
Women,2017,D2,02/09/2017,5:30 p.m.,Fort Hays St.,26,69,14,35,11,14,77,23,33,56,12,11,5,2,17,Northeastern St.,14,50,7,20,9,16,44,6,20,26,8,11,3,3,13
Women,2017,D3,11/20/2016,3:00 PM,Whittier,18,52,4,14,7,13,47,9,22,31,8,23,2,1,23,RIT,28,59,11,24,24,35,91,15,30,45,11,14,11,0,14
Women,2017,D3,11/20/2016,3:00 PM,RIT,28,59,11,24,24,35,91,15,30,45,11,14,11,0,14,Whittier,18,52,4,14,7,13,47,9,22,31,8,23,2,1,23
Women,2017,D2,01/07/2017,7 pm,Simon Fraser,33,66,8,18,27,35,101,16,22,38,21,17,10,2,30,Northwest Nazarene,28,62,5,14,28,38,89,15,21,36,14,20,9,3,28
Women,2017,D2,01/07/2017,7 pm,Northwest Nazarene,28,62,5,14,28,38,89,15,21,36,14,20,9,3,28,Simon Fraser,33,66,8,18,27,35,101,16,22,38,21,17,10,2,30
Men,2017,D2,11/24/2016,3:00 pm,Saint Rose,17,59,4,17,6,12,44,11,22,33,9,8,8,2,10,Sioux Falls,16,47,5,21,5,8,42,11,36,47,12,19,5,4,8
Men,2017,D2,11/24/2016,3:00 pm,Sioux Falls,16,47,5,21,5,8,42,11,36,47,12,19,5,4,8,Saint Rose,17,59,4,17,6,12,44,11,22,33,9,8,8,2,10
Women,2017,D1,12/01/2016,7:00 pm,Temple,23,71,5,17,11,17,62,18,21,39,13,11,4,2,21,Harvard,27,56,6,18,13,18,73,11,32,43,17,15,5,8,17
Women,2017,D1,12/01/2016,7:00 pm,Harvard,27,56,6,18,13,18,73,11,32,43,17,15,5,8,17,Temple,23,71,5,17,11,17,62,18,21,39,13,11,4,2,21
Men,2016,D1,03/11/2016,8:30 p.m.,Oklahoma,20,41,11,21,16,22,67,8,21,29,11,21,6,6,14,West Virginia,23,60,10,22,13,16,69,14,16,30,10,14,11,1,20
Men,2016,D1,03/11/2016,8:30 p.m.,West Virginia,23,60,10,22,13,16,69,14,16,30,10,14,11,1,20,Oklahoma,20,41,11,21,16,22,67,8,21,29,11,21,6,6,14
Women,2017,D2,11/17/2016,7:05 p.m.,Western N.M.,15,67,8,33,8,21,46,9,12,21,8,7,6,0,16,UTEP,41,67,6,13,5,11,93,16,50,66,26,18,2,5,19
Women,2017,D2,11/17/2016,7:05 p.m.,UTEP,41,67,6,13,5,11,93,16,50,66,26,18,2,5,19,Western N.M.,15,67,8,33,8,21,46,9,12,21,8,7,6,0,16
Men,2017,D2,02/04/2017,3:00 pm,Wis.-Parkside,26,58,6,20,21,28,79,17,25,42,13,10,6,2,15,William Jewell,29,64,9,20,8,14,75,16,21,37,11,10,6,1,18
Men,2017,D2,02/04/2017,3:00 pm,William Jewell,29,64,9,20,8,14,75,16,21,37,11,10,6,1,18,Wis.-Parkside,26,58,6,20,21,28,79,17,25,42,13,10,6,2,15
Women,2017,D2,12/31/2016,1 p.m.,Grand Valley St.,29,60,3,18,21,31,82,11,39,50,18,20,9,6,16,Wis.-Parkside,21,70,2,23,9,13,53,12,28,40,9,18,13,3,25
Women,2017,D2,12/31/2016,1 p.m.,Wis.-Parkside,21,70,2,23,9,13,53,12,28,40,9,18,13,3,25,Grand Valley St.,29,60,3,18,21,31,82,11,39,50,18,20,9,6,16
Men,2017,D3,03/03/2017,5:30 PM,North Central (IL),27,59,10,22,13,16,77,14,22,36,18,17,6,2,21,Wooster,29,59,4,18,10,13,72,9,16,25,14,18,7,4,16
Men,2017,D3,03/03/2017,5:30 PM,Wooster,29,59,4,18,10,13,72,9,16,25,14,18,7,4,16,North Central (IL),27,59,10,22,13,16,77,14,22,36,18,17,6,2,21
