Gender,Year,Divison,Date,Time,Team,FGM,FGA,3FG,3FGA,FT,FTA,PTS,ORebs,DRebs,Tot Reb,AST,TO,STL,BLK,Fouls,opp_Team,opp_FGM,opp_FGA,opp_3FG,opp_3FGA,opp_FT,opp_FTA,opp_PTS,opp_ORebs,opp_DRebs,opp_Tot Reb,opp_AST,opp_TO,opp_STL,opp_BLK,opp_Fouls
Men,2017,D1,01/03/2017,7 p.m.,Bowling Green,33,61,4,16,14,17,84,8,15,23,12,9,9,2,21,Akron,30,53,10,22,19,26,89,9,22,31,19,16,2,3,18
Men,2017,D1,01/03/2017,7 p.m.,Akron,30,53,10,22,19,26,89,9,22,31,19,16,2,3,18,Bowling Green,33,61,4,16,14,17,84,8,15,23,12,9,9,2,21
Men,2017,D2,12/17/2016,2 pm,Trinity Western (CN),18,61,6,19,2,4,44,8,29,37,10,16,2,6,17,Alas. Anchorage,30,74,11,27,11,16,82,18,37,55,25,6,9,3,7
Men,2017,D2,12/17/2016,2 pm,Alas. Anchorage,30,74,11,27,11,16,82,18,37,55,25,6,9,3,7,Trinity Western (CN),18,61,6,19,2,4,44,8,29,37,10,16,2,6,17
Men,2016,D2,02/11/2016,7:30 pm,Alas. Fairbanks,25,57,6,20,15,19,71,9,20,29,17,8,5,2,20,Alas. Anchorage,22,53,9,23,23,27,76,11,26,37,12,8,3,3,17
Men,2016,D2,02/11/2016,7:30 pm,Alas. Anchorage,22,53,9,23,23,27,76,11,26,37,12,8,3,3,17,Alas. Fairbanks,25,57,6,20,15,19,71,9,20,29,17,8,5,2,20
Men,2016,D1,01/21/2016,7:15 pm,Arkansas St.,22,66,7,27,13,16,64,8,33,41,7,14,4,1,20,Texas-Arlington,29,72,15,36,18,25,91,14,37,51,20,9,8,3,17
Men,2016,D1,01/21/2016,7:15 pm,Texas-Arlington,29,72,15,36,18,25,91,14,37,51,20,9,8,3,17,Arkansas St.,22,66,7,27,13,16,64,8,33,41,7,14,4,1,20
Women,2016,D3,01/19/2016,5:30,Lyndon St.,16,65,1,11,11,15,44,20,32,52,8,24,6,9,10,Colby-Sawyer,27,78,3,13,4,7,61,20,31,51,15,14,12,13,17
Women,2016,D3,01/19/2016,5:30,Colby-Sawyer,27,78,3,13,4,7,61,20,31,51,15,14,12,13,17,Lyndon St.,16,65,1,11,11,15,44,20,32,52,8,24,6,9,10
Women,2016,D3,12/05/2015,3:10 p.m.,Concordia-M'head,21,58,1,12,19,28,62,14,32,46,12,18,6,2,19,Bethel (MN),19,55,3,15,14,22,55,9,29,38,9,19,9,6,23
Women,2016,D3,12/05/2015,3:10 p.m.,Bethel (MN),19,55,3,15,14,22,55,9,29,38,9,19,9,6,23,Concordia-M'head,21,58,1,12,19,28,62,14,32,46,12,18,6,2,19
Women,2016,D3,11/13/2015,7:00 p.m.,Wis.-Superior,27,57,7,12,25,40,86,11,20,31,18,7,11,0,22,Concordia-M'head,27,55,6,18,17,22,77,9,28,37,13,17,3,0,22
Women,2016,D3,11/13/2015,7:00 p.m.,Concordia-M'head,27,55,6,18,17,22,77,9,28,37,13,17,3,0,22,Wis.-Superior,27,57,7,12,25,40,86,11,20,31,18,7,11,0,22
Women,2017,D3,02/08/2017,6:00pm,Hilbert,21,59,1,18,10,15,53,15,21,36,11,18,15,4,14,D'Youville,20,53,5,15,16,20,61,15,22,37,15,19,9,3,12
Women,2017,D3,02/08/2017,6:00pm,D'Youville,20,53,5,15,16,20,61,15,22,37,15,19,9,3,12,Hilbert,21,59,1,18,10,15,53,15,21,36,11,18,15,4,14
Men,2017,D1,02/18/2017,1:00 PM,Pacific,23,68,5,17,10,18,61,8,28,36,11,9,9,0,21,Gonzaga,26,56,4,16,26,30,82,4,41,45,14,13,7,9,13
Men,2017,D1,02/18/2017,1:00 PM,Gonzaga,26,56,4,16,26,30,82,4,41,45,14,13,7,9,13,Pacific,23,68,5,17,10,18,61,8,28,36,11,9,9,0,21
Women,2017,D2,03/10/2017,5 p.m.,Arkansas Tech,18,60,2,20,8,15,46,12,30,42,9,12,4,5,23,Harding,21,53,3,14,14,24,59,8,35,43,18,9,7,1,15
Women,2017,D2,03/10/2017,5 p.m.,Harding,21,53,3,14,14,24,59,8,35,43,18,9,7,1,15,Arkansas Tech,18,60,2,20,8,15,46,12,30,42,9,12,4,5,23
Men,2016,D3,01/03/2016,3 PM,Oglethorpe,27,57,14,30,12,16,80,10,30,40,16,18,9,4,14,Huntingdon,30,74,4,16,7,16,71,20,22,42,14,12,9,4,18
Men,2016,D3,01/03/2016,3 PM,Huntingdon,30,74,4,16,7,16,71,20,22,42,14,12,9,4,18,Oglethorpe,27,57,14,30,12,16,80,10,30,40,16,18,9,4,14
Women,2017,D3,01/20/2017,6:00 p.m.,Linfield,29,56,8,14,7,7,73,3,29,32,15,14,6,4,21,Willamette,17,59,2,13,19,25,55,14,24,38,11,15,5,1,15
Women,2017,D3,01/20/2017,6:00 p.m.,Willamette,17,59,2,13,19,25,55,14,24,38,11,15,5,1,15,Linfield,29,56,8,14,7,7,73,3,29,32,15,14,6,4,21
Men,2016,D1,11/27/2015,7:00 p.m.,Michigan,29,50,14,25,6,12,78,7,24,31,15,13,5,0,19,Texas,27,54,10,26,8,19,72,10,17,27,16,10,5,2,15
Men,2016,D1,11/27/2015,7:00 p.m.,Texas,27,54,10,26,8,19,72,10,17,27,16,10,5,2,15,Michigan,29,50,14,25,6,12,78,7,24,31,15,13,5,0,19
Men,2017,D1,01/04/2017,8:30 PM,Penn St.,24,50,8,19,13,19,69,9,29,38,10,14,2,6,17,Michigan,25,56,6,21,16,21,72,5,22,27,10,5,9,3,14
Men,2017,D1,01/04/2017,8:30 PM,Michigan,25,56,6,21,16,21,72,5,22,27,10,5,9,3,14,Penn St.,24,50,8,19,13,19,69,9,29,38,10,14,2,6,17
Women,2016,D2,01/29/2016,5 p.m.,N.M. Highlands,21,60,9,27,8,16,59,12,31,43,10,17,6,0,26,MSU Denver,21,64,2,11,21,32,65,18,31,49,8,11,11,0,17
Women,2016,D2,01/29/2016,5 p.m.,MSU Denver,21,64,2,11,21,32,65,18,31,49,8,11,11,0,17,N.M. Highlands,21,60,9,27,8,16,59,12,31,43,10,17,6,0,26
Women,2016,D2,02/06/2016,1:00 PM,Lubbock Christian,32,61,11,29,10,15,85,15,24,39,22,14,12,4,6,Newman,22,58,9,23,4,6,57,13,16,29,13,19,5,1,14
