Gender,Year,Divison,Date,Time,Team,FGM,FGA,3FG,3FGA,FT,FTA,PTS,ORebs,DRebs,Tot Reb,AST,TO,STL,BLK,Fouls,opp_Team,opp_FGM,opp_FGA,opp_3FG,opp_3FGA,opp_FT,opp_FTA,opp_PTS,opp_ORebs,opp_DRebs,opp_Tot Reb,opp_AST,opp_TO,opp_STL,opp_BLK,opp_Fouls
Men,2017,D2,02/16/2017,8:15 pm,Alas. Anchorage,21,56,5,19,20,27,67,7,35,42,2,10,3,6,28,Concordia Portland,20,60,5,13,23,36,68,12,30,42,6,7,3,3,23
Men,2017,D2,02/16/2017,8:15 pm,Concordia Portland,20,60,5,13,23,36,68,12,30,42,6,7,3,3,23,Alas. Anchorage,21,56,5,19,20,27,67,7,35,42,2,10,3,6,28
Men,2016,D1,02/20/2016,2:30 p.m.,Arkansas St.,17,53,5,17,22,27,61,11,26,37,10,14,3,1,17,Georgia St.,27,59,5,16,10,15,69,7,25,32,15,9,5,4,23
Men,2016,D1,02/20/2016,2:30 p.m.,Georgia St.,27,59,5,16,10,15,69,7,25,32,15,9,5,4,23,Arkansas St.,17,53,5,17,22,27,61,11,26,37,10,14,3,1,17
Women,2016,D3,11/28/2015,2 p.m.,Hamilton,23,55,3,11,7,12,56,10,34,44,6,13,4,2,16,SUNY Poly,14,58,1,5,10,14,39,13,23,36,7,13,6,2,13
Women,2016,D3,11/28/2015,2 p.m.,SUNY Poly,14,58,1,5,10,14,39,13,23,36,7,13,6,2,13,Hamilton,23,55,3,11,7,12,56,10,34,44,6,13,4,2,16
Women,2017,D2,03/02/2017,5:45 pm,Ark.-Monticello,17,52,2,13,9,14,45,6,19,25,8,11,8,2,19,Harding,27,60,9,23,14,17,77,15,31,46,20,13,9,4,13
Women,2017,D2,03/02/2017,5:45 pm,Harding,27,60,9,23,14,17,77,15,31,46,20,13,9,4,13,Ark.-Monticello,17,52,2,13,9,14,45,6,19,25,8,11,8,2,19
Men,2017,D3,11/22/2016,4:00 PM,Skidmore,33,67,9,22,10,15,85,8,28,36,14,14,3,4,20,Ithaca,34,65,11,21,10,15,89,4,28,32,16,12,4,2,13
Men,2017,D3,11/22/2016,4:00 PM,Ithaca,34,65,11,21,10,15,89,4,28,32,16,12,4,2,13,Skidmore,33,67,9,22,10,15,85,8,28,36,14,14,3,4,20
