Gender,Year,Divison,Date,Time,Team,FGM,FGA,3FG,3FGA,FT,FTA,PTS,ORebs,DRebs,Tot Reb,AST,TO,STL,BLK,Fouls,opp_Team,opp_FGM,opp_FGA,opp_3FG,opp_3FGA,opp_FT,opp_FTA,opp_PTS,opp_ORebs,opp_DRebs,opp_Tot Reb,opp_AST,opp_TO,opp_STL,opp_BLK,opp_Fouls
Women,2016,D2,02/17/2016,4:45 pm,Anderson (SC),29,60,9,19,14,18,81,9,25,34,17,16,8,2,19,Brevard,26,60,7,23,16,21,75,12,24,36,12,18,7,3,21
Women,2016,D2,02/17/2016,4:45 pm,Brevard,26,60,7,23,16,21,75,12,24,36,12,18,7,3,21,Anderson (SC),29,60,9,19,14,18,81,9,25,34,17,16,8,2,19
Women,2016,D3,01/13/2016,7:00 p.m.,Lasell,17,63,6,27,14,20,54,18,31,49,10,14,3,5,19,Anna Maria,16,60,6,14,8,18,46,14,30,44,7,13,4,4,17
Women,2016,D3,01/13/2016,7:00 p.m.,Anna Maria,16,60,6,14,8,18,46,14,30,44,7,13,4,4,17,Lasell,17,63,6,27,14,20,54,18,31,49,10,14,3,5,19
Men,2016,D2,11/23/2015,9:10 p.m.,Armstrong St.,28,57,10,17,12,18,78,7,27,34,14,11,2,2,18,Hope Int'l,31,72,5,14,13,17,80,16,26,42,16,5,2,6,17
Men,2016,D2,11/23/2015,9:10 p.m.,Hope Int'l,31,72,5,14,13,17,80,16,26,42,16,5,2,6,17,Armstrong St.,28,57,10,17,12,18,78,7,27,34,14,11,2,2,18
Women,2017,D3,01/14/2017,1:00 pm,Becker,23,58,2,10,13,19,61,14,36,50,8,17,6,1,15,Bay Path,14,61,5,16,8,13,41,11,23,34,6,12,9,2,17
Women,2017,D3,01/14/2017,1:00 pm,Bay Path,14,61,5,16,8,13,41,11,23,34,6,12,9,2,17,Becker,23,58,2,10,13,19,61,14,36,50,8,17,6,1,15
Women,2017,D2,03/01/2017,5:30 PM,Bloomsburg,17,55,4,20,6,9,44,8,25,33,5,13,3,2,24,Shippensburg,18,46,4,14,20,34,60,9,31,40,12,15,5,1,15
Women,2017,D2,03/01/2017,5:30 PM,Shippensburg,18,46,4,14,20,34,60,9,31,40,12,15,5,1,15,Bloomsburg,17,55,4,20,6,9,44,8,25,33,5,13,3,2,24
Women,2016,D3,02/20/2016,1:00,MIT,23,56,2,11,10,12,58,7,28,35,11,20,9,4,18,Coast Guard,24,63,6,16,12,18,66,14,27,41,16,15,11,2,12
Women,2016,D3,02/20/2016,1:00,Coast Guard,24,63,6,16,12,18,66,14,27,41,16,15,11,2,12,MIT,23,56,2,11,10,12,58,7,28,35,11,20,9,4,18
Women,2016,D3,12/02/2015,7:00pm,St. Thomas (MN),21,55,3,14,7,8,52,8,30,38,7,11,2,1,19,Concordia-M'head,15,53,5,17,12,13,47,9,27,36,4,15,3,0,11
Women,2016,D3,12/02/2015,7:00pm,Concordia-M'head,15,53,5,17,12,13,47,9,27,36,4,15,3,0,11,St. Thomas (MN),21,55,3,14,7,8,52,8,30,38,7,11,2,1,19
Women,2017,D3,02/24/2017,6:33 p.m.,Oberlin,22,57,3,11,7,12,54,10,26,36,13,13,2,8,15,DePauw,23,63,2,12,10,13,58,12,27,39,9,10,6,2,18
Women,2017,D3,02/24/2017,6:33 p.m.,DePauw,23,63,2,12,10,13,58,12,27,39,9,10,6,2,18,Oberlin,22,57,3,11,7,12,54,10,26,36,13,13,2,8,15
Women,2017,D1,11/27/2016,2 p.m.,Drexel,25,56,10,23,6,10,66,9,11,20,15,13,10,2,16,Bucknell,30,50,10,24,8,11,78,10,22,32,15,19,6,2,16
Women,2017,D1,11/27/2016,2 p.m.,Bucknell,30,50,10,24,8,11,78,10,22,32,15,19,6,2,16,Drexel,25,56,10,23,6,10,66,9,11,20,15,13,10,2,16
Women,2016,D3,11/15/2015,2 p.m.,Dallas,20,54,6,14,20,24,66,16,22,38,11,23,2,2,27,Hendrix,25,56,1,12,24,31,75,12,21,33,13,13,10,4,28
Women,2016,D3,11/15/2015,2 p.m.,Hendrix,25,56,1,12,24,31,75,12,21,33,13,13,10,4,28,Dallas,20,54,6,14,20,24,66,16,22,38,11,23,2,2,27
Women,2017,D2,12/08/2016,6:00,Grand Valley St.,15,58,5,28,12,17,47,12,23,35,7,12,6,2,21,Hillsdale,19,59,3,11,13,19,54,21,32,53,9,17,7,3,16
Women,2017,D2,12/08/2016,6:00,Hillsdale,19,59,3,11,13,19,54,21,32,53,9,17,7,3,16,Grand Valley St.,15,58,5,28,12,17,47,12,23,35,7,12,6,2,21
Women,2017,D2,01/14/2017,6:49 p.m.,Notre Dame de Namur,24,49,4,12,21,28,73,10,20,30,10,23,10,2,19,Holy Names,25,66,2,13,10,14,62,21,18,39,9,22,9,1,28
Women,2017,D2,01/14/2017,6:49 p.m.,Holy Names,25,66,2,13,10,14,62,21,18,39,9,22,9,1,28,Notre Dame de Namur,24,49,4,12,21,28,73,10,20,30,10,23,10,2,19
Men,2016,D3,11/22/2015,4 p.m.,Rose-Hulman,26,55,6,19,18,22,76,5,27,32,7,15,2,1,19,Ill. Wesleyan,29,62,13,25,15,17,86,7,28,35,20,10,7,2,21
Men,2016,D3,11/22/2015,4 p.m.,Ill. Wesleyan,29,62,13,25,15,17,86,7,28,35,20,10,7,2,21,Rose-Hulman,26,55,6,19,18,22,76,5,27,32,7,15,2,1,19
Men,2016,D3,12/19/2015,5:00 P.M.,Texas Lutheran,30,66,12,30,14,16,86,9,21,30,12,6,4,1,25,Ill. Wesleyan,29,58,14,31,20,28,92,11,27,38,18,11,1,3,16
Men,2016,D3,12/19/2015,5:00 P.M.,Ill. Wesleyan,29,58,14,31,20,28,92,11,27,38,18,11,1,3,16,Texas Lutheran,30,66,12,30,14,16,86,9,21,30,12,6,4,1,25
