Gender,Year,Divison,Date,Time,Team,FGM,FGA,3FG,3FGA,FT,FTA,PTS,ORebs,DRebs,Tot Reb,AST,TO,STL,BLK,Fouls,opp_Team,opp_FGM,opp_FGA,opp_3FG,opp_3FGA,opp_FT,opp_FTA,opp_PTS,opp_ORebs,opp_DRebs,opp_Tot Reb,opp_AST,opp_TO,opp_STL,opp_BLK,opp_Fouls
Men,2017,D1,03/15/2017,6:31 p.m.,Akron,23,53,9,22,23,30,78,7,27,34,10,9,6,4,19,Houston,27,59,7,15,14,17,75,8,26,34,14,10,4,6,21
Men,2017,D1,03/15/2017,6:31 p.m.,Houston,27,59,7,15,14,17,75,8,26,34,14,10,4,6,21,Akron,23,53,9,22,23,30,78,7,27,34,10,9,6,4,19
Men,2017,D1,01/24/2017,7:00 p.m.,Akron,29,53,12,23,20,27,90,4,27,31,15,8,2,5,23,Western Mich.,29,69,7,16,15,23,80,15,22,37,12,6,3,2,23
Men,2017,D1,01/24/2017,7:00 p.m.,Western Mich.,29,69,7,16,15,23,80,15,22,37,12,6,3,2,23,Akron,29,53,12,23,20,27,90,4,27,31,15,8,2,5,23
Men,2016,D2,11/07/2015,4 pm,Lincoln Christian,20,52,9,29,1,2,50,4,11,15,18,21,6,6,16,Alas. Anchorage,36,62,14,25,19,21,105,16,27,43,28,14,13,0,9
Men,2016,D2,11/07/2015,4 pm,Alas. Anchorage,36,62,14,25,19,21,105,16,27,43,28,14,13,0,9,Lincoln Christian,20,52,9,29,1,2,50,4,11,15,18,21,6,6,16
Women,2016,D2,03/22/2016,6:00pm,Francis Marion,20,65,1,14,14,18,55,17,17,34,10,18,10,0,15,Alas. Anchorage,32,62,7,14,8,12,79,11,30,41,20,16,10,5,23
Women,2016,D2,03/22/2016,6:00pm,Alas. Anchorage,32,62,7,14,8,12,79,11,30,41,20,16,10,5,23,Francis Marion,20,65,1,14,14,18,55,17,17,34,10,18,10,0,15
Men,2016,D2,01/14/2016,7 p.m.,Mont. St. Billings,20,63,7,25,11,14,58,15,29,44,11,14,2,3,23,Alas. Fairbanks,28,59,1,14,12,21,69,8,30,38,15,10,6,5,16
Men,2016,D2,01/14/2016,7 p.m.,Alas. Fairbanks,28,59,1,14,12,21,69,8,30,38,15,10,6,5,16,Mont. St. Billings,20,63,7,25,11,14,58,15,29,44,11,14,2,3,23
Women,2016,D2,02/06/2016,2:00pm,Anderson (SC),26,56,7,15,17,23,76,11,31,42,14,16,7,1,20,Coker,16,59,2,15,12,18,46,17,21,38,7,15,10,1,23
Women,2016,D2,02/06/2016,2:00pm,Coker,16,59,2,15,12,18,46,17,21,38,7,15,10,1,23,Anderson (SC),26,56,7,15,17,23,76,11,31,42,14,16,7,1,20
Women,2016,D1,11/21/2015,2:00 pm,Bucknell,17,41,1,8,26,36,61,8,32,40,8,25,12,5,19,Manhattan,21,62,3,14,11,18,56,13,19,32,14,20,7,3,30
Women,2016,D1,11/21/2015,2:00 pm,Manhattan,21,62,3,14,11,18,56,13,19,32,14,20,7,3,30,Bucknell,17,41,1,8,26,36,61,8,32,40,8,25,12,5,19
Women,2017,D3,01/14/2017,2pm,D'Youville,18,52,1,14,16,22,53,11,17,28,13,36,8,7,19,La Roche,39,76,4,7,18,24,100,17,23,40,28,19,24,3,18
Women,2017,D3,01/14/2017,2pm,La Roche,39,76,4,7,18,24,100,17,23,40,28,19,24,3,18,D'Youville,18,52,1,14,16,22,53,11,17,28,13,36,8,7,19
Women,2017,D3,02/15/2017,6:00 PM,D'Youville,28,75,6,20,8,16,70,21,22,43,8,20,11,2,17,Medaille,31,66,8,21,20,25,90,14,31,45,24,17,13,6,13
Women,2017,D3,02/15/2017,6:00 PM,Medaille,31,66,8,21,20,25,90,14,31,45,24,17,13,6,13,D'Youville,28,75,6,20,8,16,70,21,22,43,8,20,11,2,17
Women,2016,D3,01/24/2016,2:00,Albany Pharmacy,14,49,2,6,22,32,52,11,26,37,6,19,5,0,11,Hamilton,27,70,4,16,4,8,62,13,30,43,21,14,10,13,24
Women,2016,D3,01/24/2016,2:00,Hamilton,27,70,4,16,4,8,62,13,30,43,21,14,10,13,24,Albany Pharmacy,14,49,2,6,22,32,52,11,26,37,6,19,5,0,11
