Gender,Year,Divison,Date,Time,Team,FGM,FGA,3FG,3FGA,FT,FTA,PTS,ORebs,DRebs,Tot Reb,AST,TO,STL,BLK,Fouls,opp_Team,opp_FGM,opp_FGA,opp_3FG,opp_3FGA,opp_FT,opp_FTA,opp_PTS,opp_ORebs,opp_DRebs,opp_Tot Reb,opp_AST,opp_TO,opp_STL,opp_BLK,opp_Fouls
Women,2017,D1,02/27/2017,5:30PM,Texas Southern,21,48,3,6,8,12,53,5,28,33,12,10,4,5,18,Alabama A&M,14,60,2,11,9,14,39,11,20,31,11,9,2,2,13
Women,2017,D1,02/27/2017,5:30PM,Alabama A&M,14,60,2,11,9,14,39,11,20,31,11,9,2,2,13,Texas Southern,21,48,3,6,8,12,53,5,28,33,12,10,4,5,18
Men,2016,D3,02/20/2016,3:15 pm,Denison,23,66,11,34,6,11,63,24,25,49,17,13,4,0,15,Allegheny,25,55,5,17,12,15,67,7,23,30,18,8,6,8,14
Men,2016,D3,02/20/2016,3:15 pm,Allegheny,25,55,5,17,12,15,67,7,23,30,18,8,6,8,14,Denison,23,66,11,34,6,11,63,24,25,49,17,13,4,0,15
Women,2016,D1,02/07/2016,1 p.m.,UCLA,27,55,6,11,13,21,73,14,32,46,11,20,8,2,16,Arizona,16,58,1,17,6,9,39,12,17,29,4,25,6,0,21
Women,2016,D1,02/07/2016,1 p.m.,Arizona,16,58,1,17,6,9,39,12,17,29,4,25,6,0,21,UCLA,27,55,6,11,13,21,73,14,32,46,11,20,8,2,16
Men,2016,D1,12/01/2015,8:05 p.m.,Arkansas St.,26,68,8,19,18,27,78,14,25,39,15,7,6,7,22,Missouri,31,65,7,16,19,26,88,11,32,43,14,10,2,5,23
Men,2016,D1,12/01/2015,8:05 p.m.,Missouri,31,65,7,16,19,26,88,11,32,43,14,10,2,5,23,Arkansas St.,26,68,8,19,18,27,78,14,25,39,15,7,6,7,22
Men,2016,D3,12/11/2015,8:15 pm,Averett,20,62,4,13,13,21,57,18,32,50,13,11,5,0,15,Bridgewater (VA),21,60,6,25,6,9,54,10,26,36,8,11,5,4,18
Men,2016,D3,12/11/2015,8:15 pm,Bridgewater (VA),21,60,6,25,6,9,54,10,26,36,8,11,5,4,18,Averett,20,62,4,13,13,21,57,18,32,50,13,11,5,0,15
Women,2017,D3,01/14/2017,2:00 P.M.,Clarkson,32,64,8,16,6,8,78,17,32,49,18,10,14,2,14,Bard,8,46,1,13,2,14,19,12,16,28,4,21,5,0,11
Women,2017,D3,01/14/2017,2:00 P.M.,Bard,8,46,1,13,2,14,19,12,16,28,4,21,5,0,11,Clarkson,32,64,8,16,6,8,78,17,32,49,18,10,14,2,14
Women,2017,D2,01/04/2017,5:00 pm,Queens (NY),29,66,7,16,14,19,79,9,27,36,20,7,9,2,13,Bridgeport,22,61,8,18,10,16,62,15,31,46,13,21,2,2,14
Women,2017,D2,01/04/2017,5:00 pm,Bridgeport,22,61,8,18,10,16,62,15,31,46,13,21,2,2,14,Queens (NY),29,66,7,16,14,19,79,9,27,36,20,7,9,2,13
Men,2017,D3,12/18/2016,2:00 PM,Cal Lutheran,28,57,7,17,11,17,74,11,26,37,12,10,3,0,14,Occidental,29,60,1,6,6,9,65,7,23,30,15,6,5,0,19
Men,2017,D3,12/18/2016,2:00 PM,Occidental,29,60,1,6,6,9,65,7,23,30,15,6,5,0,19,Cal Lutheran,28,57,7,17,11,17,74,11,26,37,12,10,3,0,14
Women,2016,D1,01/28/2016,7:00 PM,Cal Poly,33,66,7,18,10,17,83,12,22,34,15,14,3,0,21,UC Riverside,35,72,3,9,20,24,93,17,26,43,21,9,10,2,17
Women,2016,D1,01/28/2016,7:00 PM,UC Riverside,35,72,3,9,20,24,93,17,26,43,21,9,10,2,17,Cal Poly,33,66,7,18,10,17,83,12,22,34,15,14,3,0,21
Women,2017,D2,12/31/2016,3:41 p.m.,Christian Bros.,22,49,7,22,21,26,72,9,22,31,14,22,7,0,16,Mississippi Col.,23,51,2,12,15,18,63,7,21,28,13,21,10,2,21
Women,2017,D2,12/31/2016,3:41 p.m.,Mississippi Col.,23,51,2,12,15,18,63,7,21,28,13,21,10,2,21,Christian Bros.,22,49,7,22,21,26,72,9,22,31,14,22,7,0,16
Women,2016,D3,01/14/2016,5:30,Castleton,22,52,7,12,11,16,62,12,19,31,15,18,14,2,15,Colby-Sawyer,13,42,6,12,12,14,44,11,21,32,10,30,12,5,14
Women,2016,D3,01/14/2016,5:30,Colby-Sawyer,13,42,6,12,12,14,44,11,21,32,10,30,12,5,14,Castleton,22,52,7,12,11,16,62,12,19,31,15,18,14,2,15
Women,2017,D3,11/22/2016,6:00 pm,Lynchburg,21,67,2,16,15,17,59,11,25,36,5,12,9,2,21,Mary Washington,25,58,4,14,15,22,69,12,36,48,10,21,5,3,20
Women,2017,D3,11/22/2016,6:00 pm,Mary Washington,25,58,4,14,15,22,69,12,36,48,10,21,5,3,20,Lynchburg,21,67,2,16,15,17,59,11,25,36,5,12,9,2,21
Women,2016,D3,01/13/2016,7 p.m.,Macalester,14,63,2,21,6,9,36,13,23,36,6,14,5,4,17,St. Olaf,26,66,8,24,10,13,70,14,31,45,19,9,5,3,15
Women,2016,D3,01/13/2016,7 p.m.,St. Olaf,26,66,8,24,10,13,70,14,31,45,19,9,5,3,15,Macalester,14,63,2,21,6,9,36,13,23,36,6,14,5,4,17
Women,2016,D3,12/09/2015,7:00 pm,St. Thomas (MN),29,58,9,22,9,13,76,12,23,35,18,17,11,2,18,Macalester,17,45,3,12,13,20,50,8,18,26,8,20,8,6,19
Women,2016,D3,12/09/2015,7:00 pm,Macalester,17,45,3,12,13,20,50,8,18,26,8,20,8,6,19,St. Thomas (MN),29,58,9,22,9,13,76,12,23,35,18,17,11,2,18
Men,2017,D1,02/12/2017,1:00 p.m.,Michigan,26,55,8,22,15,19,75,8,21,29,13,8,8,3,16,Indiana,25,51,4,19,9,14,63,8,24,32,10,15,4,4,21
Men,2017,D1,02/12/2017,1:00 p.m.,Indiana,25,51,4,19,9,14,63,8,24,32,10,15,4,4,21,Michigan,26,55,8,22,15,19,75,8,21,29,13,8,8,3,16
Women,2017,D1,03/03/2017,6:30 PM,New Mexico,18,62,8,29,7,11,51,7,32,39,16,13,5,5,18,San Diego St.,21,60,6,23,15,18,63,10,36,46,14,13,3,3,12
Women,2017,D1,03/03/2017,6:30 PM,San Diego St.,21,60,6,23,15,18,63,10,36,46,14,13,3,3,12,New Mexico,18,62,8,29,7,11,51,7,32,39,16,13,5,5,18
Men,2016,D1,12/25/2015,8:01 AM,New Mexico,20,50,0,10,19,24,59,7,21,28,10,18,7,6,12,Washington St.,32,59,11,20,7,12,82,7,22,29,27,15,6,3,20
Men,2016,D1,12/25/2015,8:01 AM,Washington St.,32,59,11,20,7,12,82,7,22,29,27,15,6,3,20,New Mexico,20,50,0,10,19,24,59,7,21,28,10,18,7,6,12
Men,2016,D1,01/28/2016,7:30 PM,Northeastern,23,55,10,25,5,8,61,9,27,36,15,19,2,6,20,Col. of Charleston,25,61,5,15,13,18,68,12,25,37,15,12,10,5,15
Men,2016,D1,01/28/2016,7:30 PM,Col. of Charleston,25,61,5,15,13,18,68,12,25,37,15,12,10,5,15,Northeastern,23,55,10,25,5,8,61,9,27,36,15,19,2,6,20
Men,2017,D2,01/16/2017,7:45 p.m.,Southwestern Okla.,25,57,12,33,13,22,75,7,17,24,15,15,9,0,31,Northwestern Okla.,22,46,3,13,39,47,86,9,31,40,16,14,7,1,20
Men,2017,D2,01/16/2017,7:45 p.m.,Northwestern Okla.,22,46,3,13,39,47,86,9,31,40,16,14,7,1,20,Southwestern Okla.,25,57,12,33,13,22,75,7,17,24,15,15,9,0,31
Men,2017,D2,01/05/2017,7:30 p.m.,Tex. A&M Int'l,30,51,8,16,7,12,75,9,14,23,17,18,10,2,23,Okla. Christian,20,44,8,14,22,28,70,11,15,26,4,20,6,2,17
Men,2017,D2,01/05/2017,7:30 p.m.,Okla. Christian,20,44,8,14,22,28,70,11,15,26,4,20,6,2,17,Tex. A&M Int'l,30,51,8,16,7,12,75,9,14,23,17,18,10,2,23
Women,2017,D3,02/23/2017,7 p.m.,Lewis & Clark,22,69,4,13,10,14,58,19,27,46,11,16,7,4,25,Puget Sound,21,58,1,13,18,28,61,16,29,45,12,16,10,5,18
Women,2017,D3,02/23/2017,7 p.m.,Puget Sound,21,58,1,13,18,28,61,16,29,45,12,16,10,5,18,Lewis & Clark,22,69,4,13,10,14,58,19,27,46,11,16,7,4,25
Women,2016,D1,01/02/2016,2:00 PM,Savannah St.,22,51,3,12,5,8,52,11,21,32,6,27,9,1,20,Jacksonville,20,47,5,12,20,26,65,10,20,30,12,19,17,3,9
Women,2016,D1,01/02/2016,2:00 PM,Jacksonville,20,47,5,12,20,26,65,10,20,30,12,19,17,3,9,Savannah St.,22,51,3,12,5,8,52,11,21,32,6,27,9,1,20
Women,2016,D2,11/21/2015,1 p.m.,Mansfield,19,53,4,14,20,26,62,15,18,33,10,18,6,2,19,Slippery Rock,31,55,8,16,17,19,87,7,21,28,15,14,14,3,24
Women,2016,D2,11/21/2015,1 p.m.,Slippery Rock,31,55,8,16,17,19,87,7,21,28,15,14,14,3,24,Mansfield,19,53,4,14,20,26,62,15,18,33,10,18,6,2,19
Men,2016,D1,02/20/2016,1:05 P.M.,Baylor,32,51,2,5,12,18,78,6,23,29,12,14,9,4,22,Texas,22,53,4,18,16,23,64,10,12,22,12,14,5,2,21
Men,2016,D1,02/20/2016,1:05 P.M.,Texas,22,53,4,18,16,23,64,10,12,22,12,14,5,2,21,Baylor,32,51,2,5,12,18,78,6,23,29,12,14,9,4,22
Men,2017,D1,01/07/2017,8:15 p.m.,Texas,27,51,8,16,8,16,70,7,28,35,12,19,2,6,14,Iowa St.,32,65,10,24,5,12,79,9,20,29,19,11,12,2,11
Men,2017,D1,01/07/2017,8:15 p.m.,Iowa St.,32,65,10,24,5,12,79,9,20,29,19,11,12,2,11,Texas,27,51,8,16,8,16,70,7,28,35,12,19,2,6,14
Men,2017,D3,02/21/2017,7:00 PM,Colby-Sawyer,28,74,7,19,8,10,71,20,27,47,10,13,5,2,14,Thomas (ME),30,63,7,20,10,16,77,8,27,35,13,9,6,9,11
Men,2017,D3,02/21/2017,7:00 PM,Thomas (ME),30,63,7,20,10,16,77,8,27,35,13,9,6,9,11,Colby-Sawyer,28,74,7,19,8,10,71,20,27,47,10,13,5,2,14
