Gender,Year,Divison,Date,Time,Team,FGM,FGA,3FG,3FGA,FT,FTA,PTS,ORebs,DRebs,Tot Reb,AST,TO,STL,BLK,Fouls,opp_Team,opp_FGM,opp_FGA,opp_3FG,opp_3FGA,opp_FT,opp_FTA,opp_PTS,opp_ORebs,opp_DRebs,opp_Tot Reb,opp_AST,opp_TO,opp_STL,opp_BLK,opp_Fouls
Women,2016,D2,02/18/2016,6:39 p.m.,Ala.-Huntsville,18,45,6,19,10,19,52,4,30,34,12,13,6,4,8,Christian Bros.,17,56,5,16,8,11,47,9,26,35,12,13,5,5,22
Women,2016,D2,02/18/2016,6:39 p.m.,Christian Bros.,17,56,5,16,8,11,47,9,26,35,12,13,5,5,22,Ala.-Huntsville,18,45,6,19,10,19,52,4,30,34,12,13,6,4,8
Women,2017,D2,02/02/2017,7:30pm,Western Ore.,22,51,4,13,17,22,65,7,20,27,7,19,7,1,13,Alas. Fairbanks,31,57,4,11,13,14,79,6,25,31,18,12,9,2,18
Women,2017,D2,02/02/2017,7:30pm,Alas. Fairbanks,31,57,4,11,13,14,79,6,25,31,18,12,9,2,18,Western Ore.,22,51,4,13,17,22,65,7,20,27,7,19,7,1,13
Men,2016,D3,01/03/2016,3:10 pm,DePauw,22,52,15,34,8,12,67,7,23,30,19,13,4,3,15,Allegheny,24,59,6,17,10,11,64,12,25,37,14,11,6,2,16
Men,2016,D3,01/03/2016,3:10 pm,Allegheny,24,59,6,17,10,11,64,12,25,37,14,11,6,2,16,DePauw,22,52,15,34,8,12,67,7,23,30,19,13,4,3,15
Women,2016,D1,01/04/2016,8 p.m.,California,21,53,6,26,4,9,52,7,25,32,16,13,7,9,15,Arizona,20,64,4,14,13,14,57,19,28,47,11,13,9,2,12
Women,2016,D1,01/04/2016,8 p.m.,Arizona,20,64,4,14,13,14,57,19,28,47,11,13,9,2,12,California,21,53,6,26,4,9,52,7,25,32,16,13,7,9,15
Men,2016,D2,01/09/2016,3:50 pm,Armstrong St.,25,61,5,15,8,10,63,10,26,36,20,15,5,2,19,Francis Marion,22,53,6,21,14,20,64,8,26,34,14,16,10,6,18
Men,2016,D2,01/09/2016,3:50 pm,Francis Marion,22,53,6,21,14,20,64,8,26,34,14,16,10,6,18,Armstrong St.,25,61,5,15,8,10,63,10,26,36,20,15,5,2,19
Women,2017,D3,01/28/2017,3:00 p.m.,Newbury,18,50,6,17,9,15,51,9,27,36,11,22,8,2,15,Becker,18,52,7,19,18,25,61,10,26,36,12,16,13,4,16
Women,2017,D3,01/28/2017,3:00 p.m.,Becker,18,52,7,19,18,25,61,10,26,36,12,16,13,4,16,Newbury,18,50,6,17,9,15,51,9,27,36,11,22,8,2,15
Women,2017,D2,02/18/2017,1:00 pm,St. Thomas Aquinas,20,56,8,19,13,19,61,13,22,35,12,15,7,1,14,Bridgeport,25,56,6,16,6,9,62,12,27,39,15,19,4,3,16
Women,2017,D2,02/18/2017,1:00 pm,Bridgeport,25,56,6,16,6,9,62,12,27,39,15,19,4,3,16,St. Thomas Aquinas,20,56,8,19,13,19,61,13,22,35,12,15,7,1,14
Women,2017,D3,12/12/2016,6:00pm,D'Youville,19,69,4,25,14,15,56,16,21,37,11,14,13,4,16,Hilbert,27,66,7,18,8,15,69,22,35,57,15,21,7,5,13
Women,2017,D3,12/12/2016,6:00pm,Hilbert,27,66,7,18,8,15,69,22,35,57,15,21,7,5,13,D'Youville,19,69,4,25,14,15,56,16,21,37,11,14,13,4,16
Men,2016,D2,02/15/2016,7:30 PM,Henderson St.,23,54,8,21,25,33,79,7,19,26,10,10,5,0,22,Ouachita Baptist,29,51,10,20,18,22,86,5,28,33,18,17,6,4,27
Men,2016,D2,02/15/2016,7:30 PM,Ouachita Baptist,29,51,10,20,18,22,86,5,28,33,18,17,6,4,27,Henderson St.,23,54,8,21,25,33,79,7,19,26,10,10,5,0,22
Women,2017,D2,01/05/2017,5:30 p.m.,Holy Names,22,51,4,9,5,11,53,8,27,35,15,19,7,3,18,Fresno Pacific,22,58,6,20,9,12,59,10,24,34,10,13,12,2,15
Women,2017,D2,01/05/2017,5:30 p.m.,Fresno Pacific,22,58,6,20,9,12,59,10,24,34,10,13,12,2,15,Holy Names,22,51,4,9,5,11,53,8,27,35,15,19,7,3,18
Men,2016,D1,02/20/2016,8:30pm,Purdue,27,46,9,19,10,16,73,4,24,28,19,13,1,2,16,Indiana,28,59,12,28,9,13,77,8,18,26,14,4,8,1,20
Men,2016,D1,02/20/2016,8:30pm,Indiana,28,59,12,28,9,13,77,8,18,26,14,4,8,1,20,Purdue,27,46,9,19,10,16,73,4,24,28,19,13,1,2,16
