Gender,Year,Divison,Date,Time,Team,FGM,FGA,3FG,3FGA,FT,FTA,PTS,ORebs,DRebs,Tot Reb,AST,TO,STL,BLK,Fouls,opp_Team,opp_FGM,opp_FGA,opp_3FG,opp_3FGA,opp_FT,opp_FTA,opp_PTS,opp_ORebs,opp_DRebs,opp_Tot Reb,opp_AST,opp_TO,opp_STL,opp_BLK,opp_Fouls
Women,2016,D2,12/17/2015,7:07 p.m.,Shorter,18,52,5,14,19,28,60,11,24,35,15,10,15,5,20,Ala.-Huntsville,17,50,4,17,9,14,47,11,28,39,8,22,7,3,19
Women,2016,D2,12/17/2015,7:07 p.m.,Ala.-Huntsville,17,50,4,17,9,14,47,11,28,39,8,22,7,3,19,Shorter,18,52,5,14,19,28,60,11,24,35,15,10,15,5,20
Women,2016,D2,01/21/2016,7 pm,Seattle Pacific,16,58,5,22,10,14,47,17,22,39,15,26,3,6,15,Alas. Anchorage,35,72,6,18,6,7,82,14,25,39,26,14,15,4,17
Women,2016,D2,01/21/2016,7 pm,Alas. Anchorage,35,72,6,18,6,7,82,14,25,39,26,14,15,4,17,Seattle Pacific,16,58,5,22,10,14,47,17,22,39,15,26,3,6,15
Women,2016,D3,02/10/2016,6:00 p.m.,Kalamazoo,20,61,7,15,8,15,55,11,21,32,11,16,7,4,16,Alma,23,53,5,19,16,18,67,8,32,40,12,19,8,7,17
Women,2016,D3,02/10/2016,6:00 p.m.,Alma,23,53,5,19,16,18,67,8,32,40,12,19,8,7,17,Kalamazoo,20,61,7,15,8,15,55,11,21,32,11,16,7,4,16
Women,2016,D1,01/09/2016,2:00 p.m.,Boston U.,20,61,7,21,9,15,56,17,25,42,9,14,2,6,21,Lafayette,26,61,4,13,15,17,71,11,26,37,21,7,6,6,17
Women,2016,D1,01/09/2016,2:00 p.m.,Lafayette,26,61,4,13,15,17,71,11,26,37,21,7,6,6,17,Boston U.,20,61,7,21,9,15,56,17,25,42,9,14,2,6,21
Women,2017,D3,01/07/2017,1:00 PM,Kenyon,22,54,5,15,6,8,55,9,16,25,15,16,9,6,28,DePauw,20,55,3,15,25,35,68,19,21,40,12,11,5,3,10
Women,2017,D3,01/07/2017,1:00 PM,DePauw,20,55,3,15,25,35,68,19,21,40,12,11,5,3,10,Kenyon,22,54,5,15,6,8,55,9,16,25,15,16,9,6,28
