Gender,Year,Divison,Date,Time,Team,FGM,FGA,3FG,3FGA,FT,FTA,PTS,ORebs,DRebs,Tot Reb,AST,TO,STL,BLK,Fouls,opp_Team,opp_FGM,opp_FGA,opp_3FG,opp_3FGA,opp_FT,opp_FTA,opp_PTS,opp_ORebs,opp_DRebs,opp_Tot Reb,opp_AST,opp_TO,opp_STL,opp_BLK,opp_Fouls
Women,2017,D1,02/06/2017,5:30 PM,Ark.-Pine Bluff,19,50,6,14,21,36,65,12,16,28,13,13,7,0,17,Alabama A&M,21,46,4,15,9,12,55,8,22,30,14,20,7,2,24
Women,2017,D1,02/06/2017,5:30 PM,Alabama A&M,21,46,4,15,9,12,55,8,22,30,14,20,7,2,24,Ark.-Pine Bluff,19,50,6,14,21,36,65,12,16,28,13,13,7,0,17
Men,2016,D2,12/05/2015,2 p.m.,Central Wash.,26,83,8,34,11,14,71,24,37,61,16,17,3,7,26,Alas. Fairbanks,27,70,5,18,23,38,82,15,33,48,18,8,13,9,18
Men,2016,D2,12/05/2015,2 p.m.,Alas. Fairbanks,27,70,5,18,23,38,82,15,33,48,18,8,13,9,18,Central Wash.,26,83,8,34,11,14,71,24,37,61,16,17,3,7,26
Men,2017,D1,02/25/2017,6:15 p.m.,UCLA,29,64,8,26,11,16,77,14,21,35,17,8,6,3,19,Arizona,26,51,5,18,15,19,72,4,24,28,13,10,4,4,17
Men,2017,D1,02/25/2017,6:15 p.m.,Arizona,26,51,5,18,15,19,72,4,24,28,13,10,4,4,17,UCLA,29,64,8,26,11,16,77,14,21,35,17,8,6,3,19
Men,2016,D1,03/11/2016,6:15 p.m.,Arizona,30,76,12,27,17,25,89,27,23,50,13,15,4,4,28,Oregon,32,67,10,19,21,36,95,15,22,37,14,8,10,11,17
Men,2016,D1,03/11/2016,6:15 p.m.,Oregon,32,67,10,19,21,36,95,15,22,37,14,8,10,11,17,Arizona,30,76,12,27,17,25,89,27,23,50,13,15,4,4,28
Men,2016,D2,01/13/2016,9:53 p.m.,Augusta,30,57,7,13,25,33,92,7,25,32,13,12,7,2,23,Armstrong St.,30,60,11,25,16,23,87,8,25,33,18,14,5,5,21
Men,2016,D2,01/13/2016,9:53 p.m.,Armstrong St.,30,60,11,25,16,23,87,8,25,33,18,14,5,5,21,Augusta,30,57,7,13,25,33,92,7,25,32,13,12,7,2,23
Women,2016,D1,11/13/2015,7:00 PM,Bucknell,22,54,10,23,5,10,59,12,26,38,19,17,3,3,17,Cleveland St.,19,54,5,23,14,22,57,11,22,33,11,9,12,5,16
Women,2016,D1,11/13/2015,7:00 PM,Cleveland St.,19,54,5,23,14,22,57,11,22,33,11,9,12,5,16,Bucknell,22,54,10,23,5,10,59,12,26,38,19,17,3,3,17
Men,2017,D1,11/14/2016,7:30 p.m.,Southern U.,24,72,7,20,7,12,62,17,23,40,9,10,5,3,26,Georgia Tech,28,57,4,13,17,31,77,12,31,43,14,12,4,16,17
Men,2017,D1,11/14/2016,7:30 p.m.,Georgia Tech,28,57,4,13,17,31,77,12,31,43,14,12,4,16,17,Southern U.,24,72,7,20,7,12,62,17,23,40,9,10,5,3,26
Men,2017,D1,11/18/2016,8 p.m.,Ohio,25,61,10,22,7,16,67,9,29,38,13,12,3,5,17,Georgia Tech,22,66,3,11,14,19,61,17,30,47,12,11,2,8,17
