Gender,Year,Divison,Date,Time,Team,FGM,FGA,3FG,3FGA,FT,FTA,PTS,ORebs,DRebs,Tot Reb,AST,TO,STL,BLK,Fouls,opp_Team,opp_FGM,opp_FGA,opp_3FG,opp_3FGA,opp_FT,opp_FTA,opp_PTS,opp_ORebs,opp_DRebs,opp_Tot Reb,opp_AST,opp_TO,opp_STL,opp_BLK,opp_Fouls
Women,2016,D2,02/27/2016,3:39 p.m.,North Ala.,16,52,7,21,12,18,51,7,22,29,10,15,11,1,23,Ala.-Huntsville,21,48,4,15,12,22,58,11,31,42,12,22,7,0,15
Women,2016,D2,02/27/2016,3:39 p.m.,Ala.-Huntsville,21,48,4,15,12,22,58,11,31,42,12,22,7,0,15,North Ala.,16,52,7,21,12,18,51,7,22,29,10,15,11,1,23
Men,2016,D2,02/20/2016,5:55 p.m.,Ala.-Huntsville,28,58,8,23,20,25,84,5,21,26,11,7,4,1,23,Union (TN),29,63,9,28,25,32,92,16,28,44,12,10,3,1,18
Men,2016,D2,02/20/2016,5:55 p.m.,Union (TN),29,63,9,28,25,32,92,16,28,44,12,10,3,1,18,Ala.-Huntsville,28,58,8,23,20,25,84,5,21,26,11,7,4,1,23
Women,2017,D1,03/02/2017,5:30 p.m.,Alabama A&M,19,50,7,17,4,7,49,5,21,26,10,24,13,1,20,Jackson St.,21,61,3,13,13,19,58,23,27,50,11,31,12,0,8
Women,2017,D1,03/02/2017,5:30 p.m.,Jackson St.,21,61,3,13,13,19,58,23,27,50,11,31,12,0,8,Alabama A&M,19,50,7,17,4,7,49,5,21,26,10,24,13,1,20
Men,2017,D2,11/04/2016,7 pm,Portland Bible,12,50,5,19,7,14,36,7,18,25,8,22,5,6,18,Alas. Anchorage,37,72,8,23,17,24,99,20,33,53,29,9,14,8,14
Men,2017,D2,11/04/2016,7 pm,Alas. Anchorage,37,72,8,23,17,24,99,20,33,53,29,9,14,8,14,Portland Bible,12,50,5,19,7,14,36,7,18,25,8,22,5,6,18
Men,2017,D2,02/16/2017,7:30 pm,Alas. Fairbanks,22,59,3,21,14,18,61,10,27,37,10,11,4,3,15,Western Ore.,26,61,9,23,7,12,68,11,28,39,9,12,5,4,19
Men,2017,D2,02/16/2017,7:30 pm,Western Ore.,26,61,9,23,7,12,68,11,28,39,9,12,5,4,19,Alas. Fairbanks,22,59,3,21,14,18,61,10,27,37,10,11,4,3,15
Women,2016,D1,03/17/2016,7:00 PM,Bucknell,25,44,5,12,19,31,74,5,29,34,13,23,6,1,20,Akron,25,64,8,26,12,17,70,9,19,28,17,13,10,2,28
Women,2016,D1,03/17/2016,7:00 PM,Akron,25,64,8,26,12,17,70,9,19,28,17,13,10,2,28,Bucknell,25,44,5,12,19,31,74,5,29,34,13,23,6,1,20
Men,2017,D2,12/03/2016,3:00 PM,East Stroudsburg,40,66,10,24,17,28,107,9,31,40,22,11,3,3,21,Edinboro,25,61,4,17,16,20,70,9,22,31,11,18,2,2,23
Men,2017,D2,12/03/2016,3:00 PM,Edinboro,25,61,4,17,16,20,70,9,22,31,11,18,2,2,23,East Stroudsburg,40,66,10,24,17,28,107,9,31,40,22,11,3,3,21
Men,2017,D3,11/18/2016,8:00 PM,Immaculata,21,59,5,20,13,21,60,11,24,35,10,24,9,2,24,Messiah,33,62,8,23,18,25,92,9,29,38,14,19,10,2,20
Men,2017,D3,11/18/2016,8:00 PM,Messiah,33,62,8,23,18,25,92,9,29,38,14,19,10,2,20,Immaculata,21,59,5,20,13,21,60,11,24,35,10,24,9,2,24
Men,2017,D3,02/18/2017,2:00 PM,Capital,29,52,9,16,9,11,76,3,22,25,14,17,9,3,26,John Carroll,25,57,9,22,16,29,75,18,22,40,12,17,8,6,14
Men,2017,D3,02/18/2017,2:00 PM,John Carroll,25,57,9,22,16,29,75,18,22,40,12,17,8,6,14,Capital,29,52,9,16,9,11,76,3,22,25,14,17,9,3,26
Men,2016,D3,12/16/2015,2:00 pm,Manhattanville,32,65,7,21,18,26,89,9,32,41,14,10,10,2,12,Keystone,30,74,9,25,6,13,75,16,29,45,8,15,7,3,20
Men,2016,D3,12/16/2015,2:00 pm,Keystone,30,74,9,25,6,13,75,16,29,45,8,15,7,3,20,Manhattanville,32,65,7,21,18,26,89,9,32,41,14,10,10,2,12
Men,2017,D1,03/09/2017,2:30pm,Seton Hall,27,61,6,14,22,23,82,12,29,41,16,11,5,4,16,Marquette,24,60,13,30,15,17,76,8,22,30,9,10,4,5,18
Men,2017,D1,03/09/2017,2:30pm,Marquette,24,60,13,30,15,17,76,8,22,30,9,10,4,5,18,Seton Hall,27,61,6,14,22,23,82,12,29,41,16,11,5,4,16
Men,2016,D1,01/09/2016,4 p.m.,Utah St.,23,67,6,29,7,13,59,17,18,35,10,13,10,2,21,New Mexico,29,58,5,16,14,19,77,13,31,44,16,15,10,4,15
Men,2016,D1,01/09/2016,4 p.m.,New Mexico,29,58,5,16,14,19,77,13,31,44,16,15,10,4,15,Utah St.,23,67,6,29,7,13,59,17,18,35,10,13,10,2,21
Women,2016,D1,11/24/2015,7:00 pm,Nicholls St.,14,46,6,16,9,18,43,3,21,24,7,26,12,5,21,New Mexico,30,72,6,20,17,29,83,25,32,57,21,17,13,3,15
Women,2016,D1,11/24/2015,7:00 pm,New Mexico,30,72,6,20,17,29,83,25,32,57,21,17,13,3,15,Nicholls St.,14,46,6,16,9,18,43,3,21,24,7,26,12,5,21
Men,2016,D1,03/27/2016,8:49 PM,Notre Dame,27,49,9,18,11,14,74,5,10,15,9,7,3,1,18,North Carolina,32,52,4,13,20,24,88,13,19,32,17,6,4,1,17
Men,2016,D1,03/27/2016,8:49 PM,North Carolina,32,52,4,13,20,24,88,13,19,32,17,6,4,1,17,Notre Dame,27,49,9,18,11,14,74,5,10,15,9,7,3,1,18
Men,2016,D1,01/16/2016,3:00 PM,Oakland,32,67,6,23,16,23,86,16,23,39,12,14,4,4,24,Detroit,33,63,3,9,13,22,82,12,22,34,13,14,7,4,22
Men,2016,D1,01/16/2016,3:00 PM,Detroit,33,63,3,9,13,22,82,12,22,34,13,14,7,4,22,Oakland,32,67,6,23,16,23,86,16,23,39,12,14,4,4,24
Men,2016,D3,11/17/2015,19:02:00,Occidental,25,57,3,13,15,16,68,9,42,51,7,15,5,4,19,West Coast Baptist,19,65,5,29,7,18,50,8,23,31,6,10,5,4,15
Men,2016,D3,11/17/2015,19:02:00,West Coast Baptist,19,65,5,29,7,18,50,8,23,31,6,10,5,4,15,Occidental,25,57,3,13,15,16,68,9,42,51,7,15,5,4,19
Women,2017,D3,01/28/2017,2 p.m.,Vassar,22,64,5,19,12,14,61,16,29,45,13,19,5,1,9,RIT,37,72,7,18,4,5,85,7,27,34,26,7,14,2,12
Women,2017,D3,01/28/2017,2 p.m.,RIT,37,72,7,18,4,5,85,7,27,34,26,7,14,2,12,Vassar,22,64,5,19,12,14,61,16,29,45,13,19,5,1,9
Women,2016,D1,01/09/2016,2 p.m.,San Diego,22,44,2,7,24,30,70,9,24,33,9,14,10,4,17,Santa Clara,21,57,3,15,13,19,58,15,16,31,13,16,8,2,25
Women,2016,D1,01/09/2016,2 p.m.,Santa Clara,21,57,3,15,13,19,58,15,16,31,13,16,8,2,25,San Diego,22,44,2,7,24,30,70,9,24,33,9,14,10,4,17
Men,2016,D2,01/02/2016,7:00 p.m.,Alas. Fairbanks,26,62,10,18,17,26,79,13,24,37,9,10,5,1,23,Seattle Pacific,24,63,8,26,19,27,75,17,28,45,13,11,2,7,24
Men,2016,D2,01/02/2016,7:00 p.m.,Seattle Pacific,24,63,8,26,19,27,75,17,28,45,13,11,2,7,24,Alas. Fairbanks,26,62,10,18,17,26,79,13,24,37,9,10,5,1,23
Women,2017,D3,11/19/2016,5:00 PM,St. Olaf,18,58,3,24,15,22,54,14,18,32,6,19,7,1,13,Wis.-Eau Claire,27,51,10,18,12,21,76,10,28,38,15,20,5,5,19
Women,2017,D3,11/19/2016,5:00 PM,Wis.-Eau Claire,27,51,10,18,12,21,76,10,28,38,15,20,5,5,19,St. Olaf,18,58,3,24,15,22,54,14,18,32,6,19,7,1,13
Men,2017,D3,12/03/2016,1:00 p.m.,McDaniel,24,52,10,21,10,19,68,13,17,30,12,14,5,0,18,Ursinus,30,54,9,23,11,16,80,11,21,32,17,13,6,2,20
Men,2017,D3,12/03/2016,1:00 p.m.,Ursinus,30,54,9,23,11,16,80,11,21,32,17,13,6,2,20,McDaniel,24,52,10,21,10,19,68,13,17,30,12,14,5,0,18
Men,2016,D1,02/28/2016,12:30 p.m.,Xavier,30,77,10,27,11,17,81,20,19,39,12,12,15,3,26,Seton Hall,29,58,5,14,27,36,90,16,28,44,17,18,8,5,15
Men,2016,D1,02/28/2016,12:30 p.m.,Seton Hall,29,58,5,14,27,36,90,16,28,44,17,18,8,5,15,Xavier,30,77,10,27,11,17,81,20,19,39,12,12,15,3,26
Men,2017,D3,11/20/2016,2:00 pm,Yeshiva,33,73,15,36,7,8,88,5,25,30,25,12,8,1,16,Connecticut Col.,36,73,8,21,14,20,94,15,36,51,23,13,6,2,12
Men,2017,D3,11/20/2016,2:00 pm,Connecticut Col.,36,73,8,21,14,20,94,15,36,51,23,13,6,2,12,Yeshiva,33,73,15,36,7,8,88,5,25,30,25,12,8,1,16
Women,2017,D3,02/16/2017,8:05 PM,Yeshiva,14,59,3,19,6,16,37,13,15,28,7,27,14,2,19,Old Westbury,33,74,0,9,16,23,82,31,37,68,18,30,12,5,14
Women,2017,D3,02/16/2017,8:05 PM,Old Westbury,33,74,0,9,16,23,82,31,37,68,18,30,12,5,14,Yeshiva,14,59,3,19,6,16,37,13,15,28,7,27,14,2,19
