Gender,Year,Divison,Date,Time,Team,FGM,FGA,3FG,3FGA,FT,FTA,PTS,ORebs,DRebs,Tot Reb,AST,TO,STL,BLK,Fouls,opp_Team,opp_FGM,opp_FGA,opp_3FG,opp_3FGA,opp_FT,opp_FTA,opp_PTS,opp_ORebs,opp_DRebs,opp_Tot Reb,opp_AST,opp_TO,opp_STL,opp_BLK,opp_Fouls
Women,2016,D2,02/13/2016,3:40 p.m.,Mississippi Col.,21,53,2,19,9,20,53,8,23,31,13,15,9,5,23,Ala.-Huntsville,19,61,6,24,20,21,64,18,29,47,14,15,7,1,19
Women,2016,D2,02/13/2016,3:40 p.m.,Ala.-Huntsville,19,61,6,24,20,21,64,18,29,47,14,15,7,1,19,Mississippi Col.,21,53,2,19,9,20,53,8,23,31,13,15,9,5,23
Men,2016,D2,03/15/2016,9:10 p.m.,Barry,32,75,13,39,10,14,87,9,30,39,14,3,10,3,16,Ala.-Huntsville,30,62,13,36,10,13,83,4,38,42,16,14,0,2,17
Men,2016,D2,03/15/2016,9:10 p.m.,Ala.-Huntsville,30,62,13,36,10,13,83,4,38,42,16,14,0,2,17,Barry,32,75,13,39,10,14,87,9,30,39,14,3,10,3,16
Men,2017,D1,03/11/2017,12:00 pm CT,Alabama,28,62,3,14,15,20,74,12,21,33,10,12,4,3,28,Kentucky,23,44,6,14,27,39,79,7,21,28,10,13,7,2,20
Men,2017,D1,03/11/2017,12:00 pm CT,Kentucky,23,44,6,14,27,39,79,7,21,28,10,13,7,2,20,Alabama,28,62,3,14,15,20,74,12,21,33,10,12,4,3,28
Women,2016,D3,01/09/2016,1 p.m.,Albion,21,65,6,18,6,6,54,17,17,34,14,20,8,0,20,Trine,26,52,1,6,18,22,71,11,27,38,10,22,12,7,17
Women,2016,D3,01/09/2016,1 p.m.,Trine,26,52,1,6,18,22,71,11,27,38,10,22,12,7,17,Albion,21,65,6,18,6,6,54,17,17,34,14,20,8,0,20
Men,2016,D3,11/14/2015,4 P.M.,Averett,20,63,6,29,13,21,59,12,21,33,12,21,3,0,30,ETSU,35,65,5,22,32,39,107,14,36,50,14,9,9,9,23
Men,2016,D3,11/14/2015,4 P.M.,ETSU,35,65,5,22,32,39,107,14,36,50,14,9,9,9,23,Averett,20,63,6,29,13,21,59,12,21,33,12,21,3,0,30
Men,2017,D3,11/19/2016,2:00PM,Linfield,27,51,5,10,8,18,67,12,26,38,20,22,8,1,19,Cal Lutheran,26,59,6,26,12,15,70,8,20,28,19,13,12,3,16
Men,2017,D3,11/19/2016,2:00PM,Cal Lutheran,26,59,6,26,12,15,70,8,20,28,19,13,12,3,16,Linfield,27,51,5,10,8,18,67,12,26,38,20,22,8,1,19
Women,2017,D3,01/04/2017,6 p.m.,D'Youville,15,59,4,22,29,41,63,9,27,36,9,15,13,5,21,Alfred St.,26,61,7,21,15,25,74,14,40,54,23,26,7,4,28
Women,2017,D3,01/04/2017,6 p.m.,Alfred St.,26,61,7,21,15,25,74,14,40,54,23,26,7,4,28,D'Youville,15,59,4,22,29,41,63,9,27,36,9,15,13,5,21
Women,2017,D1,01/08/2017,3:00 pm,Duke,15,59,0,11,15,16,45,18,17,35,4,20,7,4,13,Florida St.,27,59,5,13,10,11,69,13,25,38,17,18,6,6,17
Women,2017,D1,01/08/2017,3:00 pm,Florida St.,27,59,5,13,10,11,69,13,25,38,17,18,6,6,17,Duke,15,59,0,11,15,16,45,18,17,35,4,20,7,4,13
Men,2016,D1,11/22/2015,2:35 p.m.,Jackson St.,26,76,7,19,10,16,69,15,29,44,9,8,6,2,26,Arkansas St.,22,52,5,19,29,37,78,6,39,45,14,12,5,8,16
Men,2016,D1,11/22/2015,2:35 p.m.,Arkansas St.,22,52,5,19,29,37,78,6,39,45,14,12,5,8,16,Jackson St.,26,76,7,19,10,16,69,15,29,44,9,8,6,2,26
Women,2017,D3,02/11/2017,4 p.m.,Pacific (OR),18,61,6,17,17,24,59,15,20,35,11,12,7,1,19,Lewis & Clark,28,63,3,10,13,18,72,17,31,48,12,16,8,3,19
Women,2017,D3,02/11/2017,4 p.m.,Lewis & Clark,28,63,3,10,13,18,72,17,31,48,12,16,8,3,19,Pacific (OR),18,61,6,17,17,24,59,15,20,35,11,12,7,1,19
