Gender,Year,Divison,Date,Time,Team,FGM,FGA,3FG,3FGA,FT,FTA,PTS,ORebs,DRebs,Tot Reb,AST,TO,STL,BLK,Fouls,opp_Team,opp_FGM,opp_FGA,opp_3FG,opp_3FGA,opp_FT,opp_FTA,opp_PTS,opp_ORebs,opp_DRebs,opp_Tot Reb,opp_AST,opp_TO,opp_STL,opp_BLK,opp_Fouls
Women,2017,D1,12/20/2016,7:10 p.m.,A&M-Corpus Chris,15,54,1,12,15,23,46,18,35,53,12,26,7,1,20,UTRGV,17,53,7,19,14,20,55,4,26,30,10,13,12,3,20
Women,2017,D1,12/20/2016,7:10 p.m.,UTRGV,17,53,7,19,14,20,55,4,26,30,10,13,12,3,20,A&M-Corpus Chris,15,54,1,12,15,23,46,18,35,53,12,26,7,1,20
Men,2017,D2,11/14/2016,7:30P,Alas. Fairbanks,26,65,6,25,15,22,73,11,28,39,18,12,9,1,13,BYU-Hawaii,21,55,8,21,14,20,64,8,34,42,17,19,6,3,20
Men,2017,D2,11/14/2016,7:30P,BYU-Hawaii,21,55,8,21,14,20,64,8,34,42,17,19,6,3,20,Alas. Fairbanks,26,65,6,25,15,22,73,11,28,39,18,12,9,1,13
Men,2017,D3,02/18/2017,3:08 p.m.,Ohio Wesleyan,39,71,19,43,13,20,110,6,35,41,21,5,11,5,17,Allegheny,21,66,4,26,9,19,55,16,30,46,5,19,2,0,18
Men,2017,D3,02/18/2017,3:08 p.m.,Allegheny,21,66,4,26,9,19,55,16,30,46,5,19,2,0,18,Ohio Wesleyan,39,71,19,43,13,20,110,6,35,41,21,5,11,5,17
Women,2016,D3,12/04/2015,7:00pm,Anna Maria,17,62,3,15,14,16,51,9,19,28,9,17,9,1,19,Wesleyan (CT),29,62,4,19,14,19,76,14,38,52,18,21,7,3,14
Women,2016,D3,12/04/2015,7:00pm,Wesleyan (CT),29,62,4,19,14,19,76,14,38,52,18,21,7,3,14,Anna Maria,17,62,3,15,14,16,51,9,19,28,9,17,9,1,19
Women,2016,D1,02/14/2016,12:06 p.m.,Arizona,24,55,4,12,4,6,56,6,16,22,13,18,4,3,18,California,28,49,7,18,12,21,75,8,25,33,21,19,8,4,12
Women,2016,D1,02/14/2016,12:06 p.m.,California,28,49,7,18,12,21,75,8,25,33,21,19,8,4,12,Arizona,24,55,4,12,4,6,56,6,16,22,13,18,4,3,18
Men,2017,D1,11/21/2016,7:00 p.m.,Northern Colo.,21,53,7,19,6,14,55,9,26,35,10,12,0,0,20,Arizona,24,55,4,16,19,23,71,5,29,34,17,6,3,6,18
Men,2017,D1,11/21/2016,7:00 p.m.,Arizona,24,55,4,16,19,23,71,5,29,34,17,6,3,6,18,Northern Colo.,21,53,7,19,6,14,55,9,26,35,10,12,0,0,20
Women,2016,D1,02/06/2016,2:00 PM,Lafayette,24,63,7,24,16,19,71,15,25,40,15,12,5,2,17,Boston U.,23,58,8,18,10,14,64,10,24,34,13,16,6,5,23
Women,2016,D1,02/06/2016,2:00 PM,Boston U.,23,58,8,18,10,14,64,10,24,34,13,16,6,5,23,Lafayette,24,63,7,24,16,19,71,15,25,40,15,12,5,2,17
Women,2017,D3,02/04/2017,1:00pm,Penn St.-Altoona,23,62,6,22,17,25,69,13,32,45,14,20,12,6,17,D'Youville,26,78,2,15,12,18,66,23,31,54,13,20,13,2,18
Women,2017,D3,02/04/2017,1:00pm,D'Youville,26,78,2,15,12,18,66,23,31,54,13,20,13,2,18,Penn St.-Altoona,23,62,6,22,17,25,69,13,32,45,14,20,12,6,17
Women,2017,D1,02/12/2017,2:00 PM,Pittsburgh,21,62,3,22,3,6,48,10,27,37,13,15,8,3,14,Duke,21,58,5,18,15,20,62,10,32,42,8,13,9,7,10
Women,2017,D1,02/12/2017,2:00 PM,Duke,21,58,5,18,15,20,62,10,32,42,8,13,9,7,10,Pittsburgh,21,62,3,22,3,6,48,10,27,37,13,15,8,3,14
Men,2016,D2,02/13/2016,1:40pm,Chaminade,31,73,11,33,26,37,99,18,28,46,11,15,4,0,28,Hawaii Hilo,37,68,9,27,18,29,101,9,32,41,19,13,4,3,26
Men,2016,D2,02/13/2016,1:40pm,Hawaii Hilo,37,68,9,27,18,29,101,9,32,41,19,13,4,3,26,Chaminade,31,73,11,33,26,37,99,18,28,46,11,15,4,0,28
Men,2016,D2,11/21/2015,7:15 p.m.,Minn.-Crookston,30,59,9,23,10,13,79,1,22,23,11,5,6,2,23,Wis.-River Falls,27,54,12,23,15,24,81,8,30,38,14,14,1,0,19
Men,2016,D2,11/21/2015,7:15 p.m.,Wis.-River Falls,27,54,12,23,15,24,81,8,30,38,14,14,1,0,19,Minn.-Crookston,30,59,9,23,10,13,79,1,22,23,11,5,6,2,23
Women,2016,D2,02/19/2016,4:00pm,Emmanuel (GA),24,57,7,16,13,19,68,8,25,33,9,14,6,2,16,North Greenville,26,59,7,21,13,16,72,11,28,39,10,15,9,2,21
Women,2016,D2,02/19/2016,4:00pm,North Greenville,26,59,7,21,13,16,72,11,28,39,10,15,9,2,21,Emmanuel (GA),24,57,7,16,13,19,68,8,25,33,9,14,6,2,16
Women,2017,D2,11/16/2016,5:30 p.m.,Northeastern St.,21,53,15,30,16,22,73,8,24,32,16,13,8,3,15,Rogers St.,25,61,6,20,8,9,64,12,27,39,19,17,11,6,23
Women,2017,D2,11/16/2016,5:30 p.m.,Rogers St.,25,61,6,20,8,9,64,12,27,39,19,17,11,6,23,Northeastern St.,21,53,15,30,16,22,73,8,24,32,16,13,8,3,15
Men,2017,D2,11/29/2016,7 p.m.,Manhattan Chrst.,29,66,8,25,15,22,81,9,18,27,15,17,9,3,15,Okla. Christian,44,77,5,18,14,24,107,20,32,52,18,14,5,4,17
Men,2017,D2,11/29/2016,7 p.m.,Okla. Christian,44,77,5,18,14,24,107,20,32,52,18,14,5,4,17,Manhattan Chrst.,29,66,8,25,15,22,81,9,18,27,15,17,9,3,15
Women,2016,D3,01/06/2016,7:00 pm,Shenandoah,17,49,1,13,11,19,46,9,30,39,6,26,6,0,15,Roanoke,32,71,1,7,6,8,71,11,27,38,16,12,15,2,15
Women,2016,D3,01/06/2016,7:00 pm,Roanoke,32,71,1,7,6,8,71,11,27,38,16,12,15,2,15,Shenandoah,17,49,1,13,11,19,46,9,30,39,6,26,6,0,15
Women,2016,D1,01/07/2016,7:06 PM,San Diego,24,65,2,16,17,23,67,17,23,40,9,16,13,4,15,San Francisco,23,59,2,13,10,14,58,14,27,41,17,23,10,8,21
Women,2016,D1,01/07/2016,7:06 PM,San Francisco,23,59,2,13,10,14,58,14,27,41,17,23,10,8,21,San Diego,24,65,2,16,17,23,67,17,23,40,9,16,13,4,15
