Gender,Year,Divison,Date,Time,Team,FGM,FGA,3FG,3FGA,FT,FTA,PTS,ORebs,DRebs,Tot Reb,AST,TO,STL,BLK,Fouls,opp_Team,opp_FGM,opp_FGA,opp_3FG,opp_3FGA,opp_FT,opp_FTA,opp_PTS,opp_ORebs,opp_DRebs,opp_Tot Reb,opp_AST,opp_TO,opp_STL,opp_BLK,opp_Fouls
Men,2016,D2,01/02/2016,5:45 p.m.,Ala.-Huntsville,24,54,9,27,13,18,70,7,26,33,16,14,6,3,15,Mississippi Col.,22,53,7,24,13,23,64,8,25,33,9,17,4,2,17
Men,2016,D2,01/02/2016,5:45 p.m.,Mississippi Col.,22,53,7,24,13,23,64,8,25,33,9,17,4,2,17,Ala.-Huntsville,24,54,9,27,13,18,70,7,26,33,16,14,6,3,15
Men,2016,D2,02/09/2016,7 PM,Alas. Anchorage,23,59,6,18,19,24,71,10,24,34,9,8,4,0,19,Mont. St. Billings,30,56,17,27,13,20,90,6,30,36,16,9,4,3,19
Men,2016,D2,02/09/2016,7 PM,Mont. St. Billings,30,56,17,27,13,20,90,6,30,36,16,9,4,3,19,Alas. Anchorage,23,59,6,18,19,24,71,10,24,34,9,8,4,0,19
Women,2016,D3,12/31/2015,12:00 PM,Anna Maria,19,64,6,16,21,28,65,18,30,48,12,20,17,6,22,Clark (MA),17,57,3,23,19,34,56,13,30,43,14,23,16,5,24
Women,2016,D3,12/31/2015,12:00 PM,Clark (MA),17,57,3,23,19,34,56,13,30,43,14,23,16,5,24,Anna Maria,19,64,6,16,21,28,65,18,30,48,12,20,17,6,22
Men,2017,D1,02/18/2017,5:00 p.m.,Arizona,26,61,7,16,17,23,76,14,21,35,15,11,5,3,18,Washington,25,57,6,20,12,19,68,16,20,36,11,16,4,8,25
Men,2017,D1,02/18/2017,5:00 p.m.,Washington,25,57,6,20,12,19,68,16,20,36,11,16,4,8,25,Arizona,26,61,7,16,17,23,76,14,21,35,15,11,5,3,18
Women,2017,D2,11/22/2016,5:30 p.m.,Chestnut Hill,17,66,2,13,13,20,49,20,34,54,10,19,13,4,13,Bloomsburg,17,61,2,14,9,11,45,10,32,42,11,21,9,10,19
Women,2017,D2,11/22/2016,5:30 p.m.,Bloomsburg,17,61,2,14,9,11,45,10,32,42,11,21,9,10,19,Chestnut Hill,17,66,2,13,13,20,49,20,34,54,10,19,13,4,13
Women,2016,D3,11/20/2015,1 p.m.,Dickinson,17,51,7,17,3,14,44,10,24,34,12,24,5,3,15,Coast Guard,29,73,1,13,7,11,66,23,29,52,13,15,16,5,22
Women,2016,D3,11/20/2015,1 p.m.,Coast Guard,29,73,1,13,7,11,66,23,29,52,13,15,16,5,22,Dickinson,17,51,7,17,3,14,44,10,24,34,12,24,5,3,15
Women,2017,D1,11/20/2016,2 p.m.,Duke,29,61,2,17,13,19,73,10,24,34,20,19,9,8,27,Vanderbilt,25,63,6,23,21,29,77,18,25,43,17,18,12,2,15
Women,2017,D1,11/20/2016,2 p.m.,Vanderbilt,25,63,6,23,21,29,77,18,25,43,17,18,12,2,15,Duke,29,61,2,17,13,19,73,10,24,34,20,19,9,8,27
Men,2017,D1,11/27/2016,1:30 pm ET,Iowa St.,29,66,8,24,5,8,71,13,21,34,13,6,2,4,15,Gonzaga,27,55,13,25,6,12,73,9,25,34,18,11,1,1,11
Men,2017,D1,11/27/2016,1:30 pm ET,Gonzaga,27,55,13,25,6,12,73,9,25,34,18,11,1,1,11,Iowa St.,29,66,8,24,5,8,71,13,21,34,13,6,2,4,15
Women,2017,D2,12/10/2016,2 p.m.,Harding,23,52,7,22,9,15,62,5,27,32,13,17,7,4,13,Abilene Christian,30,71,10,34,4,7,74,16,27,43,16,12,7,1,13
Women,2017,D2,12/10/2016,2 p.m.,Abilene Christian,30,71,10,34,4,7,74,16,27,43,16,12,7,1,13,Harding,23,52,7,22,9,15,62,5,27,32,13,17,7,4,13
Women,2016,D3,12/18/2015,2 p.m.,Hendrix,28,63,2,9,20,26,78,17,22,39,15,16,6,4,20,Texas Lutheran,36,66,5,13,11,20,88,12,21,33,23,13,8,9,18
Women,2016,D3,12/18/2015,2 p.m.,Texas Lutheran,36,66,5,13,11,20,88,12,21,33,23,13,8,9,18,Hendrix,28,63,2,9,20,26,78,17,22,39,15,16,6,4,20
Women,2017,D2,01/03/2017,7:15 p.m.,Point Loma,19,58,2,19,18,28,58,18,26,44,10,16,9,1,11,Holy Names,19,55,5,16,6,9,49,11,27,38,8,21,6,1,26
Women,2017,D2,01/03/2017,7:15 p.m.,Holy Names,19,55,5,16,6,9,49,11,27,38,8,21,6,1,26,Point Loma,19,58,2,19,18,28,58,18,26,44,10,16,9,1,11
Women,2016,D1,02/27/2016,7:00 pm,South Dakota,25,57,5,17,19,23,74,18,30,48,15,17,2,4,28,IUPUI,20,51,5,16,18,30,63,8,16,24,11,14,8,6,21
Women,2016,D1,02/27/2016,7:00 pm,IUPUI,20,51,5,16,18,30,63,8,16,24,11,14,8,6,21,South Dakota,25,57,5,17,19,23,74,18,30,48,15,17,2,4,28
Men,2016,D1,02/25/2016,8 p.m.,Indiana,27,55,13,32,7,7,74,10,27,37,13,14,6,3,11,Illinois,19,48,6,22,3,4,47,2,15,17,6,12,3,1,14
Men,2016,D1,02/25/2016,8 p.m.,Illinois,19,48,6,22,3,4,47,2,15,17,6,12,3,1,14,Indiana,27,55,13,32,7,7,74,10,27,37,13,14,6,3,11
Men,2017,D3,01/28/2017,4 p.m.,St. John Fisher,30,64,7,28,20,29,87,17,28,45,15,16,5,3,16,Ithaca,31,61,9,20,12,19,83,5,22,27,11,10,12,7,22
Men,2017,D3,01/28/2017,4 p.m.,Ithaca,31,61,9,20,12,19,83,5,22,27,11,10,12,7,22,St. John Fisher,30,64,7,28,20,29,87,17,28,45,15,16,5,3,16
Women,2017,D3,01/20/2017,6 p.m.,Whitworth,21,60,4,16,15,20,61,12,30,42,11,16,5,3,21,Lewis & Clark,27,60,3,13,15,24,72,8,28,36,13,14,8,3,22
