Gender,Year,Divison,Date,Time,Team,FGM,FGA,3FG,3FGA,FT,FTA,PTS,ORebs,DRebs,Tot Reb,AST,TO,STL,BLK,Fouls,opp_Team,opp_FGM,opp_FGA,opp_3FG,opp_3FGA,opp_FT,opp_FTA,opp_PTS,opp_ORebs,opp_DRebs,opp_Tot Reb,opp_AST,opp_TO,opp_STL,opp_BLK,opp_Fouls
Men,2016,D2,12/17/2015,9:21 p.m.,Shorter,36,65,9,30,16,21,97,12,19,31,23,8,7,1,21,Ala.-Huntsville,34,57,17,31,15,20,100,9,21,30,25,11,3,2,18
Men,2016,D2,12/17/2015,9:21 p.m.,Ala.-Huntsville,34,57,17,31,15,20,100,9,21,30,25,11,3,2,18,Shorter,36,65,9,30,16,21,97,12,19,31,23,8,7,1,21
Women,2017,D1,01/04/2017,5:30PM,Grambling,27,62,1,9,13,20,68,13,24,37,17,13,12,4,12,Alabama A&M,21,57,4,15,7,12,53,16,20,36,10,20,6,1,15
Women,2017,D1,01/04/2017,5:30PM,Alabama A&M,21,57,4,15,7,12,53,16,20,36,10,20,6,1,15,Grambling,27,62,1,9,13,20,68,13,24,37,17,13,12,4,12
Women,2016,D2,12/20/2015,6 pm,UC San Diego,24,53,7,19,17,19,72,8,26,34,22,19,5,4,13,Alas. Anchorage,28,61,8,20,12,15,76,8,22,30,15,15,6,0,19
Women,2016,D2,12/20/2015,6 pm,Alas. Anchorage,28,61,8,20,12,15,76,8,22,30,15,15,6,0,19,UC San Diego,24,53,7,19,17,19,72,8,26,34,22,19,5,4,13
Men,2017,D2,11/26/2016,1:00 pm,Quest,22,61,6,19,6,9,56,10,21,31,9,21,3,1,14,Alas. Fairbanks,44,77,6,17,7,10,101,10,30,40,27,7,14,4,11
Men,2017,D2,11/26/2016,1:00 pm,Alas. Fairbanks,44,77,6,17,7,10,101,10,30,40,27,7,14,4,11,Quest,22,61,6,19,6,9,56,10,21,31,9,21,3,1,14
Women,2016,D1,01/09/2016,1:05 p.m.,Bucknell,18,56,5,16,17,23,58,11,29,40,16,9,3,3,14,Holy Cross,19,51,4,14,9,14,51,5,29,34,10,13,4,4,21
Women,2016,D1,01/09/2016,1:05 p.m.,Holy Cross,19,51,4,14,9,14,51,5,29,34,10,13,4,4,21,Bucknell,18,56,5,16,17,23,58,11,29,40,16,9,3,3,14
Women,2016,D3,01/06/2016,7:45pm,Carleton,14,49,2,18,10,13,40,12,19,31,3,16,7,0,14,Concordia-M'head,25,53,8,15,5,8,63,11,26,37,17,13,7,0,14
Women,2016,D3,01/06/2016,7:45pm,Concordia-M'head,25,53,8,15,5,8,63,11,26,37,17,13,7,0,14,Carleton,14,49,2,18,10,13,40,12,19,31,3,16,7,0,14
Women,2017,D1,11/11/2016,7:00 p.m.,Penn St.,22,50,3,13,13,19,60,12,20,32,13,19,5,1,24,Drexel,25,54,11,28,22,22,83,8,19,27,15,10,10,1,15
Women,2017,D1,11/11/2016,7:00 p.m.,Drexel,25,54,11,28,22,22,83,8,19,27,15,10,10,1,15,Penn St.,22,50,3,13,13,19,60,12,20,32,13,19,5,1,24
Men,2016,D3,11/14/2015,7 p.m.,Benedictine (IL),31,61,10,27,16,21,88,11,26,37,13,15,4,3,29,Ill. Wesleyan,23,57,10,27,30,33,86,10,22,32,14,10,1,1,23
Men,2016,D3,11/14/2015,7 p.m.,Ill. Wesleyan,23,57,10,27,30,33,86,10,22,32,14,10,1,1,23,Benedictine (IL),31,61,10,27,16,21,88,11,26,37,13,15,4,3,29
Women,2017,D3,12/11/2016,2:00 p.m.,Averett,22,64,4,12,7,10,55,12,26,38,7,22,7,0,21,Lynchburg,36,71,5,18,19,24,96,13,32,45,17,18,11,6,15
Women,2017,D3,12/11/2016,2:00 p.m.,Lynchburg,36,71,5,18,19,24,96,13,32,45,17,18,11,6,15,Averett,22,64,4,12,7,10,55,12,26,38,7,22,7,0,21
Men,2016,D1,01/23/2016,1:05 p.m.,Michigan,25,47,11,21,20,23,81,8,24,32,18,14,6,2,15,Nebraska,28,58,6,22,6,9,68,8,16,24,11,10,9,3,18
Men,2016,D1,01/23/2016,1:05 p.m.,Nebraska,28,58,6,22,6,9,68,8,16,24,11,10,9,3,18,Michigan,25,47,11,21,20,23,81,8,24,32,18,14,6,2,15
Women,2016,D2,01/23/2016,5:30 PM,N.M. Highlands,26,69,11,25,17,22,80,13,27,40,13,13,10,0,21,Fort Lewis,32,71,6,21,19,26,89,16,34,50,16,13,6,1,17
Women,2016,D2,01/23/2016,5:30 PM,Fort Lewis,32,71,6,21,19,26,89,16,34,50,16,13,6,1,17,N.M. Highlands,26,69,11,25,17,22,80,13,27,40,13,13,10,0,21
Women,2017,D1,01/21/2017,2:00 p.m.,New Mexico St.,25,49,3,11,7,8,60,8,19,27,10,17,9,3,20,UMKC,13,42,3,10,14,21,43,11,17,28,6,21,9,0,16
Women,2017,D1,01/21/2017,2:00 p.m.,UMKC,13,42,3,10,14,21,43,11,17,28,6,21,9,0,16,New Mexico St.,25,49,3,11,7,8,60,8,19,27,10,17,9,3,20
Women,2016,D2,02/27/2016,1:00 PM,St. Edward's,16,53,3,19,0,1,35,7,22,29,9,11,1,2,15,Newman,23,60,4,15,13,15,63,17,31,48,12,9,6,4,7
Women,2016,D2,02/27/2016,1:00 PM,Newman,23,60,4,15,13,15,63,17,31,48,12,9,6,4,7,St. Edward's,16,53,3,19,0,1,35,7,22,29,9,11,1,2,15
Men,2016,D1,01/30/2016,7:02 p.m.,Notre Dame,23,55,10,24,10,16,66,13,19,32,15,11,4,6,16,Syracuse,28,61,10,25,15,16,81,14,22,36,13,8,5,5,12
Men,2016,D1,01/30/2016,7:02 p.m.,Syracuse,28,61,10,25,15,16,81,14,22,36,13,8,5,5,12,Notre Dame,23,55,10,24,10,16,66,13,19,32,15,11,4,6,16
Men,2016,D1,01/10/2016,3:00 p.m.,Ill.-Chicago,21,56,5,16,14,22,61,12,22,34,10,15,3,1,28,Oakland,25,52,4,16,32,41,86,8,26,34,11,5,6,4,24
Men,2016,D1,01/10/2016,3:00 p.m.,Oakland,25,52,4,16,32,41,86,8,26,34,11,5,6,4,24,Ill.-Chicago,21,56,5,16,14,22,61,12,22,34,10,15,3,1,28
Men,2016,D3,01/23/2016,2:00 PM,Occidental,27,69,10,33,6,9,70,13,24,37,12,10,4,1,17,Pomona-Pitzer,27,57,7,14,18,22,79,3,29,32,12,11,7,5,12
Men,2016,D3,01/23/2016,2:00 PM,Pomona-Pitzer,27,57,7,14,18,22,79,3,29,32,12,11,7,5,12,Occidental,27,69,10,33,6,9,70,13,24,37,12,10,4,1,17
Men,2016,D2,12/11/2015,7 p.m.,Manhattan Chrst.,23,69,5,24,11,17,62,13,26,39,7,13,6,3,11,Okla. Christian,37,70,10,22,11,13,95,9,35,44,27,12,9,7,13
