Gender,Year,Divison,Date,Time,Team,FGM,FGA,3FG,3FGA,FT,FTA,PTS,ORebs,DRebs,Tot Reb,AST,TO,STL,BLK,Fouls,opp_Team,opp_FGM,opp_FGA,opp_3FG,opp_3FGA,opp_FT,opp_FTA,opp_PTS,opp_ORebs,opp_DRebs,opp_Tot Reb,opp_AST,opp_TO,opp_STL,opp_BLK,opp_Fouls
Men,2017,D1,12/10/2016,5:00 PM,Akron,16,60,5,25,6,14,43,20,22,42,7,13,7,3,17,Gonzaga,20,50,4,15,17,20,61,9,27,36,11,11,8,4,13
Men,2017,D1,12/10/2016,5:00 PM,Gonzaga,20,50,4,15,17,20,61,9,27,36,11,11,8,4,13,Akron,16,60,5,25,6,14,43,20,22,42,7,13,7,3,17
Men,2017,D1,02/14/2017,7 p.m.,Toledo,23,53,9,24,10,17,65,6,30,36,12,11,3,1,16,Akron,26,63,11,31,8,15,71,12,28,40,17,7,2,4,15
Men,2017,D1,02/14/2017,7 p.m.,Akron,26,63,11,31,8,15,71,12,28,40,17,7,2,4,15,Toledo,23,53,9,24,10,17,65,6,30,36,12,11,3,1,16
Men,2016,D2,01/21/2016,9:16 p.m.,Valdosta St.,27,56,16,32,5,9,75,7,27,34,20,16,8,1,22,Ala.-Huntsville,26,58,8,25,20,25,80,9,24,33,20,10,8,0,13
Men,2016,D2,01/21/2016,9:16 p.m.,Ala.-Huntsville,26,58,8,25,20,25,80,9,24,33,20,10,8,0,13,Valdosta St.,27,56,16,32,5,9,75,7,27,34,20,16,8,1,22
Women,2016,D1,02/07/2016,2:05 pm MT,Southern California,27,60,2,5,12,14,68,15,21,36,11,15,10,2,24,Arizona St.,25,55,6,15,13,21,69,15,19,34,15,17,8,3,16
Women,2016,D1,02/07/2016,2:05 pm MT,Arizona St.,25,55,6,15,13,21,69,15,19,34,15,17,8,3,16,Southern California,27,60,2,5,12,14,68,15,21,36,11,15,10,2,24
Women,2017,D3,02/21/2017,7:00 pm,Newbury,15,54,2,16,18,30,50,9,23,32,6,14,10,2,21,Becker,20,49,5,15,12,22,57,12,37,49,17,25,5,4,25
Women,2017,D3,02/21/2017,7:00 pm,Becker,20,49,5,15,12,22,57,12,37,49,17,25,5,4,25,Newbury,15,54,2,16,18,30,50,9,23,32,6,14,10,2,21
Women,2017,D2,12/03/2016,2:02,Mercy,23,76,11,30,6,14,63,19,24,43,17,20,4,1,15,Bridgeport,35,80,14,31,14,17,98,24,38,62,25,19,11,7,17
Women,2017,D2,12/03/2016,2:02,Bridgeport,35,80,14,31,14,17,98,24,38,62,25,19,11,7,17,Mercy,23,76,11,30,6,14,63,19,24,43,17,20,4,1,15
Women,2016,D3,02/16/2016,7:00,Middlebury,18,61,2,23,8,10,46,10,33,43,11,12,7,2,12,Colby-Sawyer,15,51,3,14,4,9,37,4,32,36,8,17,6,5,11
Women,2016,D3,02/16/2016,7:00,Colby-Sawyer,15,51,3,14,4,9,37,4,32,36,8,17,6,5,11,Middlebury,18,61,2,23,8,10,46,10,33,43,11,12,7,2,12
Women,2017,D1,02/05/2017,1 p.m.,Duke,28,51,8,17,6,8,70,5,23,28,15,11,9,7,12,Virginia,20,55,8,20,3,5,51,13,18,31,14,17,2,2,7
Women,2017,D1,02/05/2017,1 p.m.,Virginia,20,55,8,20,3,5,51,13,18,31,14,17,2,2,7,Duke,28,51,8,17,6,8,70,5,23,28,15,11,9,7,12
Men,2017,D2,01/11/2017,7:30 PM,Gannon,28,69,12,30,12,24,80,25,25,50,22,10,2,3,13,Edinboro,25,61,11,29,8,8,69,10,23,33,12,12,4,6,20
Men,2017,D2,01/11/2017,7:30 PM,Edinboro,25,61,11,29,8,8,69,10,23,33,12,12,4,6,20,Gannon,28,69,12,30,12,24,80,25,25,50,22,10,2,3,13
Men,2017,D1,01/21/2017,5:00 PM,Portland,19,59,3,12,11,18,52,21,20,41,4,16,7,1,20,Gonzaga,24,53,7,22,18,22,73,10,23,33,13,10,8,9,18
Men,2017,D1,01/21/2017,5:00 PM,Gonzaga,24,53,7,22,18,22,73,10,23,33,13,10,8,9,18,Portland,19,59,3,12,11,18,52,21,20,41,4,16,7,1,20
Women,2016,D3,02/06/2016,3 p.m.,Hamilton,19,48,3,15,10,18,51,9,24,33,15,17,4,3,20,Colby,18,48,8,15,19,21,63,6,24,30,13,11,10,1,15
Women,2016,D3,02/06/2016,3 p.m.,Colby,18,48,8,15,19,21,63,6,24,30,13,11,10,1,15,Hamilton,19,48,3,15,10,18,51,9,24,33,15,17,4,3,20
Men,2017,D3,01/18/2017,8:00 p.m.,Gwynedd Mercy,29,63,6,23,27,39,91,16,44,60,14,21,4,3,27,Immaculata,27,81,9,38,21,34,84,19,24,43,11,5,7,4,26
Men,2017,D3,01/18/2017,8:00 p.m.,Immaculata,27,81,9,38,21,34,84,19,24,43,11,5,7,4,26,Gwynedd Mercy,29,63,6,23,27,39,91,16,44,60,14,21,4,3,27
Men,2017,D3,12/07/2016,7:00 pm,Mount Union,31,63,10,24,17,19,89,10,30,40,14,20,5,6,18,John Carroll,34,77,8,19,15,22,91,19,24,43,16,16,8,4,18
Men,2017,D3,12/07/2016,7:00 pm,John Carroll,34,77,8,19,15,22,91,19,24,43,16,16,8,4,18,Mount Union,31,63,10,24,17,19,89,10,30,40,14,20,5,6,18
Women,2016,D1,12/30/2015,6:30 p.m.,New Mexico,21,55,4,13,5,8,51,11,25,36,8,20,10,1,19,Nevada,17,53,3,13,10,13,47,12,26,38,7,22,9,3,14
Women,2016,D1,12/30/2015,6:30 p.m.,Nevada,17,53,3,13,10,13,47,12,26,38,7,22,9,3,14,New Mexico,21,55,4,13,5,8,51,11,25,36,8,20,10,1,19
Men,2016,D1,12/29/2015,7 p.m.,Northeastern,24,54,11,24,7,13,66,6,22,28,13,13,10,4,18,North Carolina St.,28,60,7,14,9,14,72,13,26,39,8,11,8,4,16
Men,2016,D1,12/29/2015,7 p.m.,North Carolina St.,28,60,7,14,9,14,72,13,26,39,8,11,8,4,16,Northeastern,24,54,11,24,7,13,66,6,22,28,13,13,10,4,18
Men,2016,D3,12/30/2015,3 p.m.,Old Westbury,19,57,9,25,13,14,60,10,24,34,11,14,3,7,18,Lycoming,30,65,11,22,11,19,82,16,27,43,18,12,6,1,16
Men,2016,D3,12/30/2015,3 p.m.,Lycoming,30,65,11,22,11,19,82,16,27,43,18,12,6,1,16,Old Westbury,19,57,9,25,13,14,60,10,24,34,11,14,3,7,18
Women,2017,D3,02/07/2017,7 p.m.,Randolph-Macon,27,58,0,7,12,28,66,21,32,53,17,26,11,9,22,Va. Wesleyan,17,61,4,17,13,20,51,13,19,32,6,19,8,1,23
Women,2017,D3,02/07/2017,7 p.m.,Va. Wesleyan,17,61,4,17,13,20,51,13,19,32,6,19,8,1,23,Randolph-Macon,27,58,0,7,12,28,66,21,32,53,17,26,11,9,22
Women,2016,D2,02/06/2016,2:05 pm,Tarleton St.,25,61,8,21,15,21,73,16,20,36,9,11,6,0,15,Cameron,20,51,9,23,12,21,61,13,23,36,12,18,3,1,22
Women,2016,D2,02/06/2016,2:05 pm,Cameron,20,51,9,23,12,21,61,13,23,36,12,18,3,1,22,Tarleton St.,25,61,8,21,15,21,73,16,20,36,9,11,6,0,15
