Gender,Year,Divison,Date,Time,Team,FGM,FGA,3FG,3FGA,FT,FTA,PTS,ORebs,DRebs,Tot Reb,AST,TO,STL,BLK,Fouls,opp_Team,opp_FGM,opp_FGA,opp_3FG,opp_3FGA,opp_FT,opp_FTA,opp_PTS,opp_ORebs,opp_DRebs,opp_Tot Reb,opp_AST,opp_TO,opp_STL,opp_BLK,opp_Fouls
Women,2016,D2,01/09/2016,12 pm,Concordia Portland,19,50,6,18,5,9,49,13,25,38,12,34,4,7,14,Alas. Anchorage,28,73,9,24,11,13,76,17,19,36,23,11,22,5,15
Women,2016,D2,01/09/2016,12 pm,Alas. Anchorage,28,73,9,24,11,13,76,17,19,36,23,11,22,5,15,Concordia Portland,19,50,6,18,5,9,49,13,25,38,12,34,4,7,14
Women,2017,D2,01/21/2017,7:00 p.m.,Alas. Anchorage,32,61,7,21,7,7,78,12,21,33,19,19,17,2,21,Saint Martin's,14,41,2,15,11,14,41,6,17,23,7,31,7,4,16
Women,2017,D2,01/21/2017,7:00 p.m.,Saint Martin's,14,41,2,15,11,14,41,6,17,23,7,31,7,4,16,Alas. Anchorage,32,61,7,21,7,7,78,12,21,33,19,19,17,2,21
Men,2016,D3,01/20/2016,8:55 p.m.,Allegheny,22,53,7,18,9,11,60,7,21,28,12,18,7,4,18,Wooster,29,58,13,29,18,25,89,11,26,37,22,10,13,8,14
Men,2016,D3,01/20/2016,8:55 p.m.,Wooster,29,58,13,29,18,25,89,11,26,37,22,10,13,8,14,Allegheny,22,53,7,18,9,11,60,7,21,28,12,18,7,4,18
Men,2016,D3,02/17/2016,08:19 PM,Alma,24,47,6,15,12,18,66,3,24,27,13,15,6,1,14,Albion,25,61,11,25,10,16,71,13,24,37,17,11,8,2,19
Men,2016,D3,02/17/2016,08:19 PM,Albion,25,61,11,25,10,16,71,13,24,37,17,11,8,2,19,Alma,24,47,6,15,12,18,66,3,24,27,13,15,6,1,14
Women,2017,D2,01/28/2017,1:00 PM,Bloomsburg,20,56,7,13,15,22,62,10,24,34,17,14,11,3,14,Cheyney,17,52,3,9,11,14,48,14,28,42,11,27,9,5,21
Women,2017,D2,01/28/2017,1:00 PM,Cheyney,17,52,3,9,11,14,48,14,28,42,11,27,9,5,21,Bloomsburg,20,56,7,13,15,22,62,10,24,34,17,14,11,3,14
Women,2017,D2,11/20/2016,1:00 p.m.,Indiana (PA),26,65,7,17,9,18,68,16,21,37,14,12,10,2,20,Bloomsburg,18,49,4,17,18,22,58,10,29,39,10,18,7,5,18
Women,2017,D2,11/20/2016,1:00 p.m.,Bloomsburg,18,49,4,17,18,22,58,10,29,39,10,18,7,5,18,Indiana (PA),26,65,7,17,9,18,68,16,21,37,14,12,10,2,20
Women,2017,D2,11/13/2016,2:00 p.m.,Christian Bros.,21,53,8,19,7,9,57,3,23,26,10,16,9,1,27,Austin Peay,26,52,4,18,20,32,76,10,29,39,20,14,11,4,10
Women,2017,D2,11/13/2016,2:00 p.m.,Austin Peay,26,52,4,18,20,32,76,10,29,39,20,14,11,4,10,Christian Bros.,21,53,8,19,7,9,57,3,23,26,10,16,9,1,27
Women,2016,D3,12/19/2015,6 p.m.,Hardin-Simmons,25,58,3,13,19,22,72,7,34,41,16,16,6,5,23,Texas Lutheran,21,70,4,17,20,27,66,18,27,45,14,12,10,4,15
Women,2016,D3,12/19/2015,6 p.m.,Texas Lutheran,21,70,4,17,20,27,66,18,27,45,14,12,10,4,15,Hardin-Simmons,25,58,3,13,19,22,72,7,34,41,16,16,6,5,23
