Gender,Year,Divison,Team,FGM,FGA,3FG,3FGA,FT,FTA,PTS,ORebs,DRebs,Tot Reb,AST,TO,STL,BLK,Fouls,opp_FGM,opp_FGA,opp_3FG,opp_3FGA,opp_FT,opp_FTA,opp_PTS,opp_ORebs,opp_DRebs,opp_Tot Reb,opp_AST,opp_TO,opp_STL,opp_BLK,opp_Fouls,GP,Win,Loss,OREB%,DREB%,POSS,opp_POSS,AST%,PPP,opp_PPP,eFG%,opp_eFG%,TOV%,FTr,3PAr,STL%,BLK%,ORtg,DRtg,NetRtg
Women,2017,D2,Mississippi Col.,53,118,6,23,30,35,142,22,48,70,30,39,25,7,41,42,109,16,49,39,47,139,22,45,67,27,43,16,2,36,2,1,1,0.33,0.69,151.625,152.325,0.5660377358490566,0.9365210222588624,0.9125225668800263,0.4745762711864407,0.45871559633027525,0.25721352019785654,0.2966101694915254,0.19491525423728814,0.16412276382734287,0.06422018348623854,93.65210222588624,91.25225668800263,2.399845537883607
Women,2017,D2,West Ala.,49,121,16,40,21,28,135,21,66,87,25,22,4,7,28,41,119,9,43,18,30,109,16,56,72,23,16,8,10,31,2,1,1,0.27,0.8,135.3,133.25,0.5102040816326531,0.9977827050997782,0.8180112570356473,0.47107438016528924,0.38235294117647056,0.16260162601626016,0.23140495867768596,0.3305785123966942,0.0300187617260788,0.058823529411764705,99.77827050997782,81.80112570356472,17.977144806413094
Men,2017,D3,Brandeis,24,58,8,22,16,20,72,6,21,27,13,10,4,2,19,22,64,9,27,21,26,74,20,31,51,11,17,5,1,21,1,0,1,0.16,0.51,71.5,73.35,0.5416666666666666,1.006993006993007,1.008861622358555,0.4827586206896552,0.4140625,0.13986013986013987,0.3448275862068966,0.3793103448275862,0.05453306066803,0.03125,100.69930069930071,100.8861622358555,-0.18686153655478677
Men,2017,D1,Texas Tech,901,1947,227,627,494,679,2523,330,830,1160,479,384,179,104,609,798,1849,271,780,459,651,2326,282,772,1054,403,467,181,87,685,35,19,16,0.3,0.75,2323.525,2343.225,0.5316315205327414,1.0858501630066386,0.9926490200471573,0.5210580380071905,0.5048674959437534,0.16526613658127198,0.3487416538263996,0.3220338983050847,0.07639044479296696,0.056246619794483504,108.58501630066387,99.26490200471572,9.320114295948144
Women,2017,D3,St. Scholastica,22,60,8,19,17,25,69,16,26,42,9,14,5,2,21,27,58,13,21,11,27,78,15,25,40,16,13,5,3,17,1,0,1,0.39,0.63,69.875,68.825,0.4090909090909091,0.9874776386404294,1.1333091173265528,0.43333333333333335,0.5775862068965517,0.2003577817531306,0.4166666666666667,0.31666666666666665,0.0726480203414457,0.034482758620689655,98.74776386404294,113.33091173265528,-14.583147868612343
Men,2016,D1,Syracuse,56,122,20,50,30,32,162,28,44,72,26,16,10,10,24,46,110,20,48,20,32,132,26,38,64,30,22,8,12,32,2,2,0,0.42,0.63,125.19999999999999,121.19999999999999,0.4642857142857143,1.293929712460064,1.0891089108910892,0.5409836065573771,0.509090909090909,0.12779552715654954,0.26229508196721313,0.4098360655737705,0.08250825082508252,0.09090909090909091,129.3929712460064,108.91089108910892,20.48208015689748
Men,2017,D1,Santa Clara,86,218,35,97,34,50,241,19,76,95,40,37,16,10,77,114,211,26,63,70,97,324,30,123,153,56,36,15,17,56,4,0,4,0.13,0.72,259.75,263.075,0.46511627906976744,0.9278152069297402,1.2315879502043143,0.47477064220183485,0.6018957345971564,0.1424446583253128,0.22935779816513763,0.44495412844036697,0.06081915803478096,0.04739336492890995,92.78152069297401,123.15879502043143,-30.377274327457414
Women,2016,D2,Western Ore.,133,377,37,124,89,137,392,94,177,271,97,200,37,13,126,221,477,53,157,111,146,606,81,176,257,146,108,90,14,158,8,1,7,0.35,0.69,548.075,573.35,0.7293233082706767,0.7152305797564201,1.0569460190110753,0.40185676392572944,0.5188679245283019,0.36491356110021433,0.363395225464191,0.32891246684350134,0.06453300776140228,0.027253668763102725,71.52305797564202,105.69460190110753,-34.171543925465514
Men,2017,D2,Daemen,34,66,15,29,7,10,90,5,25,30,22,8,10,5,15,28,63,10,31,13,15,79,11,30,41,12,15,3,3,13,1,1,0,0.14,0.69,73.75,74.125,0.6470588235294118,1.2203389830508475,1.0657672849915683,0.6287878787878788,0.5238095238095238,0.10847457627118644,0.15151515151515152,0.4393939393939394,0.13490725126475547,0.07936507936507936,122.03389830508475,106.57672849915683,15.457169805927919
Women,2016,D3,Emory & Henry,20,62,7,24,7,10,54,12,32,44,10,25,11,0,23,19,58,1,5,23,27,62,12,31,43,14,19,10,2,15,1,0,1,0.28,0.73,79.75,77.825,0.5,0.677115987460815,0.7966591712174751,0.3790322580645161,0.33620689655172414,0.31347962382445144,0.16129032258064516,0.3870967741935484,0.1413427561837456,0.0,67.7115987460815,79.66591712174751,-11.954318375666006
Men,2017,D3,Waynesburg,21,50,5,17,6,11,53,9,17,26,7,12,9,4,20,18,43,10,23,20,22,66,9,23,32,8,16,8,2,16,1,0,1,0.28,0.65,58.224999999999994,60.45,0.3333333333333333,0.9102619149849722,1.0918114143920594,0.47,0.5348837209302325,0.20609703735508805,0.22,0.34,0.1488833746898263,0.09302325581395349,91.02619149849723,109.18114143920594,-18.15494994070872
Men,2016,D2,West Chester,21,62,6,22,17,27,65,19,26,45,5,11,10,2,21,20,51,7,21,15,19,62,9,28,37,6,17,5,1,21,1,1,0,0.4,0.74,66.825,68.025,0.23809523809523808,0.9726898615787505,0.9114296214626975,0.3870967741935484,0.46078431372549017,0.1646090534979424,0.43548387096774194,0.3548387096774194,0.14700477765527378,0.0392156862745098,97.26898615787505,91.14296214626975,6.1260240116052955
Men,2017,D2,UMKC,37,66,6,19,13,16,93,11,35,46,14,12,4,4,18,24,62,14,37,9,17,71,7,19,26,15,11,5,1,16,1,1,0,0.37,0.83,74.6,74.075,0.3783783783783784,1.2466487935656838,0.9584880188997638,0.6060606060606061,0.5,0.160857908847185,0.24242424242424243,0.2878787878787879,0.05399932500843739,0.06451612903225806,124.66487935656838,95.84880188997637,28.816077466592006
Women,2016,D3,Gwynedd Mercy,23,55,2,14,25,36,73,12,15,27,14,18,14,3,22,23,50,8,18,15,22,69,13,21,34,15,29,7,0,29,1,1,0,0.36,0.54,78.1,76.45,0.6086956521739131,0.9346991037131883,0.9025506867233486,0.43636363636363634,0.54,0.23047375160051217,0.6545454545454545,0.2545454545454545,0.18312622629169392,0.06,93.46991037131883,90.25506867233486,3.2148416989839745
Men,2017,D2,Wis.-Parkside,26,58,6,20,21,28,79,17,25,42,13,10,6,2,15,29,64,9,20,8,14,75,16,21,37,11,10,6,1,18,1,1,0,0.45,0.61,64.3,64.65,0.5,1.2286158631415243,1.160092807424594,0.5,0.5234375,0.15552099533437014,0.4827586206896552,0.3448275862068966,0.09280742459396751,0.03125,122.86158631415243,116.0092807424594,6.852305571693037
Women,2016,D3,Williams,19,52,2,10,19,31,59,14,27,41,10,24,15,2,10,20,59,5,19,5,7,50,11,23,34,14,24,8,3,26,1,1,0,0.38,0.71,76.725,75.325,0.5263157894736842,0.7689801238188335,0.6637902422834384,0.38461538461538464,0.3813559322033898,0.3128054740957967,0.5961538461538461,0.19230769230769232,0.19913707268503153,0.03389830508474576,76.89801238188335,66.37902422834384,10.51898815353951
Men,2017,D3,George Fox,31,71,15,31,6,9,83,15,23,38,23,13,6,5,25,32,62,7,17,20,34,91,14,28,42,18,12,6,1,18,1,0,1,0.35,0.62,73.275,76.15,0.7419354838709677,1.1327192084612758,1.1950098489822718,0.5422535211267606,0.5725806451612904,0.17741385192766973,0.1267605633802817,0.43661971830985913,0.07879185817465528,0.08064516129032258,113.27192084612759,119.50098489822719,-6.229064052099602
Women,2016,D3,Regis (MA),701,1766,102,400,437,617,1941,497,881,1378,436,501,243,92,510,518,1607,118,436,291,464,1445,280,650,930,253,534,213,51,556,28,24,4,0.43,0.76,2063.075,2081.4,0.6219686162624821,0.9408286174763401,0.6942442586720476,0.4258210645526614,0.35905413814561293,0.24284138967318206,0.34937712344280863,0.22650056625141562,0.11674834246180454,0.05724953329184816,94.08286174763401,69.42442586720476,24.658435880429252
Women,2017,D3,Cazenovia,70,143,22,45,20,30,182,34,62,96,47,35,20,3,28,50,128,8,32,25,32,133,19,48,67,30,33,17,9,35,2,2,0,0.41,0.77,158.25,157.2,0.6714285714285714,1.1500789889415481,0.846055979643766,0.5664335664335665,0.421875,0.2211690363349131,0.2097902097902098,0.3146853146853147,0.1272264631043257,0.0234375,115.00789889415482,84.6055979643766,30.40230092977822
Women,2017,D2,Union (TN),41,105,7,39,24,37,113,19,52,71,17,29,14,4,31,46,111,15,45,12,24,119,17,49,66,33,23,13,4,40,2,1,1,0.28,0.75,132.575,128.4,0.4146341463414634,0.8523477277013012,0.9267912772585669,0.4238095238095238,0.481981981981982,0.2187441071091835,0.3523809523809524,0.37142857142857144,0.10903426791277258,0.036036036036036036,85.23477277013012,92.67912772585669,-7.444354955726567
Men,2016,D2,California Baptist,97,196,32,78,42,57,268,41,82,123,48,47,20,8,70,77,185,24,73,51,68,229,33,65,98,30,49,16,6,57,3,3,0,0.39,0.71,229.075,233.3,0.4948453608247423,1.1699225144603296,0.9815687955422203,0.576530612244898,0.4810810810810811,0.205172978282222,0.29081632653061223,0.3979591836734694,0.08572653236176596,0.043243243243243246,116.99225144603295,98.15687955422203,18.835371891810922
Women,2016,D3,MIT,23,56,2,11,10,12,58,7,28,35,11,20,9,4,18,24,63,6,16,12,18,66,14,27,41,16,15,11,2,12,1,0,1,0.21,0.67,74.7,72.55,0.4782608695652174,0.7764390896921017,0.9097174362508615,0.42857142857142855,0.42857142857142855,0.2677376171352075,0.21428571428571427,0.19642857142857142,0.12405237767057202,0.06349206349206349,77.64390896921017,90.97174362508615,-13.327834655875975
Women,2017,D2,Belmont Abbey,16,62,3,13,8,14,43,12,24,36,9,14,5,1,16,24,54,7,20,14,18,69,7,36,43,16,15,2,2,14,1,0,1,0.25,0.77,70.65,70.55,0.5625,0.6086341118188251,0.9780297661233168,0.28225806451612906,0.5092592592592593,0.1981599433828733,0.22580645161290322,0.20967741935483872,0.07087172218284904,0.018518518518518517,60.86341118188251,97.80297661233168,-36.939565430449164
Men,2017,D3,Adrian,41,108,10,33,20,37,112,23,49,72,25,31,11,8,39,35,93,18,42,31,42,119,14,51,65,23,27,10,5,36,2,0,2,0.31,0.78,133.575,125.94999999999999,0.6097560975609756,0.8384802545386487,0.9448193727669711,0.42592592592592593,0.4731182795698925,0.23207935616694741,0.3425925925925926,0.3055555555555556,0.08733624454148473,0.08602150537634409,83.84802545386488,94.48193727669711,-10.633911822832232
Women,2017,D3,Baldwin Wallace,29,63,8,28,10,17,76,11,29,40,17,14,6,2,13,24,66,6,18,7,11,61,16,28,44,6,16,6,1,16,1,1,0,0.28,0.64,74.075,71.225,0.5862068965517241,1.0259871751603105,0.8564408564408565,0.5238095238095238,0.4090909090909091,0.1889976375295309,0.2698412698412698,0.4444444444444444,0.08424008424008425,0.030303030303030304,102.59871751603104,85.64408564408565,16.954631871945395
Women,2017,D1,Elon,66,169,17,45,35,58,184,49,57,106,36,45,30,10,50,56,153,20,54,46,53,178,38,65,103,35,48,20,7,64,3,2,1,0.43,0.6,192.55,188.175,0.5454545454545454,0.9555959491041287,0.9459279925601168,0.4408284023668639,0.43137254901960786,0.23370553103090105,0.3431952662721893,0.26627218934911245,0.15942606616181745,0.06535947712418301,95.55959491041287,94.59279925601169,0.9667956544011815
Men,2017,D2,Augustana (SD),45,107,15,49,37,50,142,13,49,62,26,20,11,2,34,56,120,16,46,19,33,147,18,54,72,23,25,7,5,42,2,1,1,0.19,0.73,137.75,142.675,0.5777777777777777,1.030852994555354,1.030313649903627,0.49065420560747663,0.5333333333333333,0.14519056261343014,0.4672897196261682,0.45794392523364486,0.07709830033292447,0.016666666666666666,103.08529945553539,103.03136499036269,0.05393446517270206
Men,2016,D3,Brooklyn,33,66,10,21,15,26,91,17,36,53,22,18,6,2,16,23,73,5,30,13,18,64,17,21,38,11,14,9,4,22,1,1,0,0.45,0.68,79.35,78.55,0.6666666666666666,1.146817895400126,0.8147676639083387,0.5757575757575758,0.3493150684931507,0.22684310018903595,0.3939393939393939,0.3181818181818182,0.07638446849140675,0.0273972602739726,114.6817895400126,81.47676639083386,33.20502314917874
Women,2016,D1,Wofford,25,58,4,17,12,15,66,9,32,41,12,16,10,3,17,19,56,8,25,8,12,54,9,24,33,8,20,8,3,19,1,1,0,0.27,0.78,72.125,72.7,0.48,0.9150779896013865,0.7427785419532325,0.46551724137931033,0.4107142857142857,0.2218370883882149,0.25862068965517243,0.29310344827586204,0.1375515818431912,0.05357142857142857,91.50779896013866,74.27785419532324,17.229944764815414
Men,2016,D2,Okla. Baptist,42,104,19,59,17,26,120,20,47,67,25,30,10,5,31,42,93,17,36,28,38,129,10,46,56,26,24,18,6,29,2,1,1,0.3,0.82,126.35,125.05000000000001,0.5952380952380952,0.9497427779976256,1.0315873650539784,0.4951923076923077,0.543010752688172,0.2374356944994064,0.25,0.5673076923076923,0.07996801279488204,0.053763440860215055,94.97427779976256,103.15873650539784,-8.18445870563528
Women,2016,D3,Lake Forest,22,65,9,33,12,19,65,14,35,49,15,20,5,6,18,26,69,6,18,13,20,71,11,31,42,6,13,12,2,13,1,0,1,0.31,0.76,80.025,80.5,0.6818181818181818,0.8122461730709153,0.8819875776397516,0.4076923076923077,0.42028985507246375,0.24992189940643547,0.2923076923076923,0.5076923076923077,0.062111801242236024,0.08695652173913043,81.22461730709153,88.19875776397515,-6.974140456883617
Women,2016,D1,VCU,75,172,8,30,42,55,200,28,73,101,37,36,28,8,62,64,167,15,54,33,46,176,37,76,113,43,60,13,7,59,3,2,1,0.27,0.66,206.125,211.85,0.49333333333333335,0.9702850212249848,0.8307764928015106,0.45930232558139533,0.4281437125748503,0.17465130382049726,0.31976744186046513,0.1744186046511628,0.13216898749114941,0.04790419161676647,97.02850212249848,83.07764928015105,13.95085284234743
Women,2016,D1,Pacific,61,167,15,52,31,42,168,33,78,111,30,52,16,13,57,74,185,10,38,39,57,197,42,78,120,44,35,25,9,45,3,0,3,0.3,0.65,205.95,205.075,0.4918032786885246,0.8157319737800437,0.9606241618919907,0.4101796407185629,0.42702702702702705,0.25248846807477543,0.25149700598802394,0.31137724550898205,0.07802023649884189,0.07027027027027027,81.57319737800437,96.06241618919907,-14.489218811194704
Men,2016,D2,Le Moyne,43,111,16,46,22,32,124,16,48,64,19,18,10,5,40,40,102,14,34,27,43,121,21,56,77,23,28,8,5,35,2,1,1,0.22,0.7,128.2,129.425,0.4418604651162791,0.967238689547582,0.9349043847788293,0.4594594594594595,0.46078431372549017,0.140405616224649,0.2882882882882883,0.4144144144144144,0.07726482518833301,0.049019607843137254,96.7238689547582,93.49043847788293,3.23343047687527
Men,2017,D3,Whittier,54,128,16,54,26,38,150,22,49,71,22,35,12,8,38,82,145,23,52,28,43,215,24,60,84,48,23,16,2,38,2,0,2,0.27,0.67,159.05,164.425,0.4074074074074074,0.9430996541967934,1.3075870457655465,0.484375,0.6448275862068965,0.2200565859792518,0.296875,0.421875,0.07298160255435608,0.05517241379310345,94.30996541967934,130.75870457655466,-36.44873915687532
Women,2016,D1,South Dakota,72,176,20,61,43,56,207,47,78,125,40,47,21,8,59,67,165,9,32,33,50,176,28,60,88,26,47,17,13,53,3,3,0,0.44,0.74,202.6,207.75,0.5555555555555556,1.0217176702862785,0.8471720818291215,0.4659090909090909,0.43333333333333335,0.23198420533070088,0.3181818181818182,0.3465909090909091,0.10108303249097472,0.048484848484848485,102.17176702862784,84.71720818291215,17.454558845715695
Men,2017,D2,Ferris St.,59,127,15,40,41,45,174,23,44,67,36,24,15,13,34,62,108,9,24,24,36,157,8,47,55,39,28,10,7,39,2,2,0,0.33,0.85,149.375,145.1,0.6101694915254238,1.1648535564853557,1.082012405237767,0.5236220472440944,0.6157407407407407,0.1606694560669456,0.3543307086614173,0.31496062992125984,0.10337698139214335,0.12037037037037036,116.48535564853557,108.2012405237767,8.28411512475887
Women,2016,D2,Sonoma St.,21,59,6,13,13,17,61,11,27,38,12,28,12,0,21,29,68,4,17,14,18,76,13,27,40,18,22,20,4,19,1,0,1,0.29,0.68,84.075,85.55,0.5714285714285714,0.7255426702349093,0.8883693746347165,0.4067796610169492,0.45588235294117646,0.33303597977995836,0.288135593220339,0.22033898305084745,0.1402688486265342,0.0,72.55426702349092,88.83693746347166,-16.282670439980734
Men,2016,D1,Detroit,101,207,18,53,35,49,255,37,56,93,38,34,28,9,66,95,175,28,69,49,69,267,34,77,111,53,52,16,10,57,3,1,2,0.32,0.62,227.27499999999998,225.77499999999998,0.37623762376237624,1.121988780112199,1.182593289779648,0.5314009661835749,0.6228571428571429,0.14959850401495986,0.23671497584541062,0.2560386473429952,0.12401727383456983,0.05142857142857143,112.1988780112199,118.2593289779648,-6.060450966744895
Women,2017,D2,Felician,21,63,5,22,21,29,68,11,28,39,11,21,14,6,20,30,73,10,31,13,19,83,18,33,51,24,22,14,2,20,1,0,1,0.25,0.61,86.775,86.025,0.5238095238095238,0.783635839815615,0.9648358035454809,0.373015873015873,0.4794520547945205,0.24200518582541053,0.4603174603174603,0.3492063492063492,0.16274338854984016,0.0821917808219178,78.3635839815615,96.4835803545481,-18.11999637298659
Women,2016,D2,Furman,26,76,5,21,12,17,69,24,35,59,15,9,9,6,7,17,60,2,19,3,4,39,8,30,38,8,15,3,2,13,1,1,0,0.44,0.81,69.075,68.9,0.5769230769230769,0.998914223669924,0.5660377358490566,0.375,0.3,0.13029315960912052,0.2236842105263158,0.27631578947368424,0.1306240928882438,0.1,99.8914223669924,56.60377358490566,43.28764878208674
Women,2016,D3,Geneva,21,57,1,16,20,23,63,10,34,44,9,31,7,3,21,27,74,3,15,18,26,75,16,29,45,14,18,21,1,24,1,0,1,0.26,0.68,88.925,88.35,0.42857142857142855,0.7084621872364352,0.8488964346349746,0.37719298245614036,0.38513513513513514,0.3486083778464999,0.40350877192982454,0.2807017543859649,0.07923033389926429,0.04054054054054054,70.84621872364352,84.88964346349745,-14.043424739853933
Men,2017,D2,Cameron,26,62,9,23,12,21,73,15,26,41,15,13,6,1,21,20,54,4,23,17,22,61,9,26,35,10,16,2,6,20,1,1,0,0.37,0.74,69.975,71.45,0.5769230769230769,1.0432297249017508,0.8537438768369489,0.49193548387096775,0.4074074074074074,0.18578063594140767,0.3387096774193548,0.3709677419354839,0.08397480755773268,0.018518518518518517,104.32297249017508,85.37438768369489,18.948584806480184
Women,2017,D3,Warner Pacific,47,114,11,38,14,23,119,12,49,61,23,30,15,2,38,47,127,13,41,33,40,140,34,59,93,32,35,14,4,32,2,0,2,0.17,0.59,142.925,147.0,0.48936170212765956,0.8326045128563931,0.9523809523809523,0.4605263157894737,0.421259842519685,0.20990029735875457,0.20175438596491227,0.3333333333333333,0.10204081632653061,0.015748031496062992,83.26045128563932,95.23809523809523,-11.977643952455907
Women,2017,D3,Yeshiva,404,1501,83,439,270,473,1161,383,672,1055,245,689,266,72,473,677,1710,131,457,321,511,1806,444,795,1239,411,514,399,100,435,25,3,22,0.33,0.6,2031.6750000000002,2022.725,0.6064356435643564,0.5714496659160544,0.8928549357920628,0.2968021319120586,0.4342105263157895,0.33912904376930364,0.3151232511658894,0.29247168554297137,0.13150576573681544,0.042105263157894736,57.14496659160544,89.28549357920627,-32.140526987600836
Women,2017,D2,Daemen,57,133,16,44,25,33,155,26,46,72,33,25,13,6,41,52,128,13,44,29,47,146,39,54,93,26,36,6,3,36,2,2,0,0.33,0.54,147.675,147.325,0.5789473684210527,1.0496021669206026,0.9910062786356695,0.48872180451127817,0.45703125,0.16929067208396817,0.24812030075187969,0.3308270676691729,0.08824028508399798,0.046875,104.96021669206026,99.10062786356694,5.859588828493315
Women,2016,D1,Bethune-Cookman,16,49,5,13,13,22,50,12,23,35,11,10,6,4,10,17,48,6,17,4,5,44,9,26,35,8,16,3,9,16,1,1,0,0.32,0.72,57.45,57.375,0.6875,0.8703220191470844,0.7668845315904139,0.37755102040816324,0.4166666666666667,0.17406440382941687,0.4489795918367347,0.2653061224489796,0.10457516339869281,0.08333333333333333,87.03220191470844,76.68845315904139,10.34374875566705
Women,2017,D2,Lock Haven,34,102,9,27,27,40,104,17,51,68,19,39,8,1,44,41,99,6,25,35,48,123,13,53,66,29,31,19,7,40,2,0,2,0.24,0.8,143.0,139.8,0.5588235294117647,0.7272727272727273,0.8798283261802574,0.37745098039215685,0.4444444444444444,0.2727272727272727,0.39215686274509803,0.2647058823529412,0.05722460658082975,0.010101010101010102,72.72727272727273,87.98283261802574,-15.255559890753005
Men,2017,D1,Grambling,29,52,6,10,18,26,82,10,22,32,20,5,4,3,15,24,52,8,17,13,17,69,10,21,31,7,14,3,5,25,1,1,0,0.32,0.69,59.349999999999994,64.075,0.6896551724137931,1.3816343723673128,1.076863051111978,0.6153846153846154,0.5384615384615384,0.08424599831508005,0.5,0.19230769230769232,0.06242684354272337,0.057692307692307696,138.16343723673128,107.68630511119781,30.477132125533473
Men,2016,D3,Tufts,28,69,10,32,20,23,86,21,37,58,14,16,5,3,24,23,59,6,18,10,24,62,8,22,30,11,10,5,2,23,1,1,0,0.49,0.82,74.925,72.4,0.5,1.1478144811478146,0.8563535911602209,0.4782608695652174,0.4406779661016949,0.2135468802135469,0.3333333333333333,0.463768115942029,0.06906077348066297,0.05084745762711865,114.78144811478145,85.63535911602209,29.146088998759367
Men,2016,D2,North Georgia,88,195,16,46,49,70,241,38,87,125,33,48,13,11,46,102,222,21,58,32,43,257,40,79,119,39,31,27,10,54,3,0,3,0.32,0.69,238.25,233.425,0.375,1.011542497376705,1.100996037271072,0.49230769230769234,0.5067567567567568,0.20146904512067157,0.358974358974359,0.2358974358974359,0.05569240655456784,0.04954954954954955,101.15424973767051,110.09960372710721,-8.945353989436697
Women,2016,D1,Purdue,25,64,4,14,13,14,67,15,27,42,13,14,11,5,18,18,52,7,19,5,10,48,8,23,31,8,19,2,2,14,1,1,0,0.39,0.77,69.65,67.75,0.52,0.9619526202440775,0.7084870848708487,0.421875,0.41346153846153844,0.20100502512562812,0.21875,0.21875,0.16236162361623616,0.09615384615384616,96.19526202440774,70.84870848708486,25.346553537322876
